Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement
1186,7033802,Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”," You don't know you have no control of that. our system in the way that this country is working is slowly gaining momentum as I slowly it's advancing less quickly than our cell phones our but it's advancing there's a new conversation and this is one that a lot of the Socialists in the Democrats and. some world leaders have had this discussion over Universal basic income and the idea of raising minimum wage to $15 an hour. We need to pay them a livable wage. I got news for you
",-1
15904,2828207,Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.," So surround yourself with great thinkers and doers number 19 dedicated to continuous learning make lifelong learning a habit. It is said that the average CEO read about 60 books a year while the average American reads only one. CEOs make 319 times the income of the average person. Is there a correlation seek out new information and never stop learning number 20 are uncomfortable. They're willing to put themselves in unfamiliar situations that are often uncomfortable and number 21 reach up in relationships surround yourself with people who are smarter brighter and more creative
",-1
9367,3586316,"""59 percent of Americans today believe that Barack Obama is still a Muslim."""," A lot of refuses of Allah Allah will not allow the book to be absolutely perfect from cover to cover except for his book and included in that state and I'm Chef Rafi. And so I go hard and what pathetic it's are you Muslim and I'll be the muscle Tia and this book is never gonna happen because those are not the book of Allah no matter how thorough a scholar is there is going to be a mistake or slipping or an error obviously people different levels of understanding. The probably said this himself for Obama believe in Allah o messenger of Islam. He says maybe the one who gives the news understands it better than what were those started wrong with that people different in level of intelligence. They different level of understanding start off with that some Scholars may make more mistakes than others
",-1
9846,3719434,"""By declaring that Pluto was no longer a planet, the (International Astronomical Union) put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does."""," You're honest our breakthroughs how we shift perspective how we awaken. Neptune our dreams our intuition our creativity connection to Spirit sacred Pluto death the unknown. With the exception of Pluto, which is no longer really classified technically as a planet. These are the planets in our classical solar system. But of course as I mentioned, there's all kinds of planets that are constantly being discovered
",-1
74,2679456,“Raising the debt limit is paying our old debts. It has nothing to do with new spending.”," So the treasure is basically lending the government's it now needs to replenish its supplies. So it has to issue a whole ton about 250 billion of. New debt, but the government also wants to increase their spending. So they've got a bunch of debt to do and their debt behind on the debt payments that they have. So there's six hundred billion of new debt to be issued between now and the end of the year that is basically sucking money out of the system because the treasury or the Federal Reserve are essentially issuing bonds and taking dollars in return
",-1
2625,7632273,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”," Most of the studies have been giving supplementation's those who don't need it. So definitely stay tuned more work to do on those folks who have a level below 15. So perhaps truly vitamin D deficient and that's true. When you look at the literature A lot of these folks are in the kind of 20 to 30 range, which is called deficient now because they raise the cutoff up to 30 in some cases making two-thirds of the population abnormal. No, but I think you're correct
",-1
13341,19856,"Says, ""Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness."""," I'll say that again, the percentage of twenty year olds who report feeling depressed has doubled in the last ten years. I thought this was pretty crazy. Just seeing how prevalent how common mental illnesses especially in that age group. And it's common most all age groups and I wanted to share a little bit of my personal experience on things that have helped me combat this epidemic of mental illness things that have really helped me. It's a two-part thing
",-1
19163,11103938,"""Nearly 46 million Americans don't have health insurance coverage today."""," So he didn't get insurance, but he died his widow was left with a bill in the hundreds of thousands of dollars. All his friends are donating including me to help that that's what really broken system and that he's not the only one they are so many people who are in this situation they are down on their luck. They don't have insurance 30 million Americans don't have insurance. They have to juggle multiple jobs Time magazine that just did an expose on American teachers. So we talking about education Right Time magazine sex for seven Americans
",-1
19398,10550669,"""We are within the margin of error."""," So fantastic result last week men assist the players today that we needed to go and could be bold on admitted. That's the reason sore throat. There's no margin for error. No, of course, you know yourself you and two games you're okay and you can watch another tune. You bought me like it was important that we get back in a monster Pac and me try to get as many teams back and as we can but
",-1
12882,6725766,Says Democratic Party created Planned Parenthood," And that fight is now more urgent than it's ever been. If you believe that birth control should be a right not a privilege if you trust women to make choices about their reproductive health. You support Planned Parenthood. They consider getting involved. Why do you think some people support a cause but don't take the next step of actually like getting involved
",-1
8850,9919129,"""Over 97 percent of the scientific community … believe that humans are contributing to climate change."""," It's been around December. We took some time off for the holidays and to do some research and Sophia you've done some really serious research since our last episode, haven't you? Oh, yeah, like I've been doing research into. To the math behind climate science because people are always saying, you know that environmental scientists tend to believe more in human-caused climate change. And so I wanted to explore the reason behind that and the reason is actually I mean, there are more complicated models of climate science was we're actually going to talk about on this episode. But even the simplest models are fairly accurate and tell us some very telling things
",-1
3164,12160240,Michael Bloomberg “did not poll well as mayor in handling crisis!”," I feel like this is just very much. Oh, yeah, we don't have to read the story. So this is just a quick discussion story The so Michael Bloomberg former mayor of New York City. It was truly an asshole. Did you meet him at Bonnaroo as well? But did you know this? He's really into the car -
",-1
5860,4959947,"""USDA approves slaughterhouses producing horse meat for human consumption"""," That was incredible because there are so many opportunities and I think a lot of folks to with agriculture. They think of just a farming or ranching operation, but like we've talked about during this episode. There's a need for USDA meat processing plants and. Like most folks are driving hours and hours to get their beef cut up and packaged and there's a market right there opening up feed stores all kinds of things equipment stores are so many different ways. You can be a part of Agriculture without even being an actual animal production side and it's a really beautiful industry to be in that can serve so many needs and you're absolutely right just being positive with agriculture because there's so many ways to serve even even the vegans, you know between if you're producing cotton your
",-1
5236,6849892,"Says marijuana is ""legal in most states in this country."""," You can get marijuana legally from a store that's new within the last couple of years. But in other states in New England, it's not legal. So you can't go to another state and legally smoke marijuana. Each state has their own flag. So in certainly the Capitol building for each state, you will see the United States flag above
",-1
16202,7121559,Says his Twitter account has 1.3 million followers.," He presents his case on a lot of things but super cool guys. I'd love to talk with him more in the future highly encourage you guys to go follow him on Twitter. He doesn't have a very big Twitter following. So let's show him some BC love if you guys have been enjoying the show, I would highly encourage or at least appreciate you for subscribing. Or leaving any reviews thumbs up comments on whatever platform it is that you're listening to the Bitcoin Echo chamber on your support goes a long way to help me continue to grow the show continued to get more exposure and continue to get more interesting guests on and continue to deliver you high quality content
",-1
10737,3767854,"Ebola is ""incredibly contagious,"" ""very transmissible"" and ""easy to catch."""," So the moral of the story is don't go to and. And now that we have perspective actually Ebola might be not the worst way to die. So there's an ebola epidemic in Africa. And you know, really we're not in Africa. No, we're in mini Africa here in County Roscommon, but it's not enough for you
",-1
13871,3055145,"""Pre-existing conditions are covered under my (health care) plan."""," that we have found a mental health provider their culturally competent. We've asked the necessary questions to assess this and they're accepting new clients another important factor in why we don't seek out Mental Health Services is because of the cost approximately eleven percent of African Americans are not covered by health insurance, which compared to the seven percent of non-hispanic whites who aren't. Covered by health insurance. It is also noted that African-Americans living below the poverty level are two to three times more likely to report serious psychological distress than those who live above, you know, it's because we can't afford insurance and if we do have insurance, it's not that these services are like an annual Primary Care visit. We have to pay either a copay or deductible
",-1
6043,6785023,"""California won’t let law enforcement officers like you and your people transfer prisoners to ICE custody or even to communicate with ICE that you’re about to release them from your custody — people that ICE is looking for."""," Yeah, and also that man go after or doses exactly this is that Andrew. Yeah, that's where yeah, because he's technically supposed to let ice know was happening with her father. One thing that's interesting is that California is a sanctuary State meaning that they will not report you to ice are not obliged to they just won't so federally it's the federal law and the state laws are very different and there's always a conflict between the two but California specifically will not report activities too high. To ask you now if I just goes out of its way that's on its own but California state they do have an underlying understanding they do not report people. So in Roswell seems a little bit is New Mexico and in New Mexico, they pull you over you better have your past
",-1
19250,2831413,"Sixty-two percent of all personal bankruptcies are ""caused by medical problems."""," Spouse doesn't pay be ready to you still owe the debt and lender who doesn't get paid can correctly. Sue the parties to the loan including you use the envelope system for budgeting you need insurance for the following items, depending on your situation and health benefits you receive in Your Country Auto and homeowners insurance life insurance long term disability health insurance. The number one cause a bankruptcy today is medical bills long-term. Care insurance you are going to die. So make a wheel
",-1
4783,10200859,"""Right now, women are able to access an abortion in the later stages of their pregnancy under certain conditions with approval of their medical doctors. I’ve done nothing to change that."""," It's something people are going to do or they're gonna start it out. They're gonna figure it out and if you. Don't give access to Safe abortions. The result is that only rich kids are going to have abortions. Yeah, that's true, which throws off the balance of like 16 years later
",-1
1806,2658460,"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”","D5 masks and 95 mask. What do they do there? Like they're there the better particulate masks. They have like different ratings for masks with this protect me against the coronavirus going on. I mean, I don't I don't really have any details, but it'll do better than the break the shittiest masks like you need to these are more expensive. You need to have the more expensive ones
",-1
4464,5972276,"""Disparities in infant mortality between white America and black America (are) greater today, in 2019,  than in the year 1850..."""," So how do we address that? It's not just Universal Health Care, which is important guaranteed high quality for every person. It is looking specifically at the challenges that black women face. Not just maternal mortality, but infant mortality rates that are greater today in 2019 than they were in 1850 15 years before the abolition of slavery. That means that you have Home Health Care visits. That means that you employ midwives and doulas that have been shown to improve outcomes to save lives in the process and that you also acknowledge that there is a daily weathering that women of color face that if not acknowledged if not,
",-1
3791,5178478,"The impeachment inquiry hearings ""going on behind closed doors over which Congressman Schiff is presiding—they are consistent with the rules"" of the U.S. House of Representatives."," I sometimes feel you can't because they have their agenda and they're just going as a train. And again, I would say this either way. The question is about these impeachment hearings. I would say it exactly the opposite way if it was a president from the opposite party that's lesson. Number two lesson number three is what this world is so consumed with look what it's consumed with
",-1
16202,9565936,Says his Twitter account has 1.3 million followers.," Number one like again speaking of listeners. We just reached a thousand followers on Twitter. We're over a thousand followers on Twitter. And also we are going to be reaching 15 thousand downloads very soon. Want to keep listening keep streaming
",-1
9616,3757956,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," I would include T resident memory cell production and of course plasma cells generating specific antibody plus the propensity of the viruses recombine and when they do that they can then lose the core certain epitopes and render the vaccine ahead been generated those epitopes completely useless. So I want you to get that understanding already in place at there. Are there are motivations to get vaccines. We'll talk about those later for right now. I'm going to say, dr
",-1
332,4064218,"Unvaccinated people “are making the vaccinated people sick and die, but the unvaccinated people are not dead or sick.”"," I don't know maybe polio know we're getting polio cases against them. Then that's a different thing. Yeah, okay, but that's because people aren't getting vaccinated. So bada-bing bada-boom get vaccinated people. I don't go down that path for a piss off the ends Evac
",-1
3484,647780,"Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him."""," Maybe he was still tempted by the potential of bounty money. Maybe he hated King because of his calls for equal rights, but whatever raise motives one thing was sure he wouldn't rest until Martin Luther King was dead James Earl Ray wasn't the first person. Who tried to kill Martin Luther King jr. The son of a Lutheran Minister King had been passionate about Justice from a young age after attending theology school and becoming a minister Kings animated speech has garnered him a following within the civil rights movement and made him a target for racist violence King didn't achieve National prominence as a political activist until December 1955 when Rosa Parks was arrested. Or violating Montgomery segregation laws at the time 26 year old King had just been elected as the head of a Civil Rights group called the Montgomery Improvement Association
",-1
14027,1422044,"Voter identification laws make it complicated and expensive to get an ID, essentially instituting a modern-day poll tax."," You know what I mean. Now that being said,. The way that it is now and the way that they're trying to push it is you shouldn't have to have an ID to vote and I don't think that's a bit much because then you're going to have people that are voting five six seven times because they're just going to go in change their clothes come back out and vote again. I don't think you should just have open voting booth. I think that's a little bit ridiculous
",-1
16878,6441673,"Abortion services are ""well over 90 percent of what Planned Parenthood does."""," It goes through an x-ray machine. Everybody goes through the body scanner. Just not this right on abortion a hundred percent everybody. It needs to be that way and I think we might actually see that at Studios when that opens up. Yeah, I think that they're building up infrastructure their smartly enough where it's going to be that way
",-1
8570,7868308,Says she was the first in her family to go to a four-year college.," She actually had a really tough upgrade upbringing. She was abandoned like by her father and her mom and kind of went back and forth until actually she lost complete Touch of her mother and nobody knew where she was. She was raised by her grandmother and she had to put herself through college. She was the first woman in the mannequin Republic to actually graduate and get a degree. And yeah, she traveled to France she went to school in France
",-1
9161,7704879,"""You've been tremendously deceived"" by people who say the Earth is not flat."," I never once said that I was a flatterer. I remember this remember never was never one semi flat earther. Do I know the Earth is flat. I don't know do I know the Earth is round. I'm going off of other people say I'm not I'm not here nor there, but then people were starting to bash me online for being a flatter like number one
",-1
11804,6784621,"""Most young Americans right now, they’re not covered"" by health insurance."," People's life experiences have had upon them in a physical from a physiological perspective. And at this this study came about from an obesity Clinic actually, right? So there was this Private health insurance company who had a really high dropout rate form and obesity clinic. Now, these are people bear in mind that a living in the states and can afford Private health cover through an insurance company is a middle-class people. This isn't looking at the people who typically struggle and live in a. and area this is just like the kind of very bang down the middle American population and They carried out these interviews of the people who had finished the Obesity program and those who had dropped out to try and figure out okay, how can we better target the people that we need to and almost by chance, they discovered that a lot of the people who dropped out at also had some very difficult life experiences, whether they were abusive or traumatic or whether they were you know other kind of
",-1
14289,1577817,Says 1 in 7 American families is on food stamps.," But for the most part he didn't work and he didn't have a job and my family lived off the welfare system and we lived off the state. We had State medical insurance. We had food stamps and I remember you telling me about food stamps. I'm like, what are those? What is that? Yeah, so here no idea what that was me and my mom was here for a while. So, I don't know
",-1
5769,6719743,"""Legendary Actor Sidney Poitier: Donald Trump might become 'The Greatest Of All Time.' """," Like I don't know where else you think you should be at but I remember he had this letter that. And had written him that he saved that was like you are going to complete the trifecta of black actors. Number one Sidney Poitier. number two, Denzel, Washington. And he like took that shit soda heart and I was his age
",-1
6490,5970795,"NFL players taking a knee during the national anthem is ""against the law."""," Now Smokey eyed the smartest woman. The world but how are you for equality, but you holding a fundraiser for races that shit don't add up. We saw NFL owners collectively lose their damn Minds when the players protested by taking a knee during the national anthem. There was this Collective conversation about how the players needed to keep their politics if that's what we're calling speaking out Against Racism and police brutality. Now out of football the NFL owners were so she looketh by Donald Trump that it cost Colin Kaepernick
",-1
13164,8041785,"Says U.S. greenhouse gas ""emissions are at 20-year lows."""," It must be noted that previously the rise was seen as a more well-rounded parabolic shape, which is a direct contrast to the sharp Spike, which. It's our current rise. That being said what is to blame for these greenhouse gas emissions that are causing global warming. One of the four main causes is carbon dioxide carbon. Dioxide is released by the burning of fossil fuels in cars factories and domestic homes and buildings
",-1
7016,11802067,"""Planned Parenthood is the biggest abortion provider in the country."""," And I was like, oh, that's great. I was I was actually pretty cool to like ear my doctor basically say like, oh no, this is the best place for that. You know, and that Planned Parenthood is a trusted source for abortion care for Women's Health. And so I made an appointment at the Planned Parenthood in Pasadena grew up driving by all the time because you know, I'm from. Los Angeles and the only did abortions on Friday
",-1
8361,6140759,"Says Donald Trump is ""against minimum wage."""," Experience to where he doesn't have to do the whole 200, you know, he just needs a tune-up. He just needs to make you're saying he's making $5 an hour. He's one of those guys that's not making minimum wage just for sure. Yeah, you know at the drive-through he's on fries is what I'm saying, you know. Anyway, we're getting into the weeds here
",-1
13864,3709676,Says she is a registered nurse.," So then you've met chain, right? Hmm. What's I do you think she is? Oh, I didn't tell you that. Yeah, she's a nurse. Yeah, but she's totally Earth sign like whenever I'm all over the place - ayat is killing me. Like she's my rock like I'm not littering that because of like she's under them but she's like very very ground and she's never she's never emotional ever emotional
",-1
6128,3547959,"""George W. Bush doubled the debt from $5 trillion to $10 trillion. President Obama doubled the debt from $10 trillion to $20 trillion. Now we're on course to exceed $30 trillion in the next seven years or so."""," Yeah, because 21 trillion Donald Trump has been honor now. We've been in that long before Trump as a thing. I think like a solid 10 trillion in debt during his administration. It's just it's just you know, the national debt is. Has the I don't even think it has anything to do with any president
",-1
13864,1917423,Says she is a registered nurse.," In fact my third child just graduated from Clemson in December and so my first one second. My first child is now teaching here. She is getting a degree in nurse practitioner. And so for some of you who are nursing students. She's been your teacher and so I see some of your heads not
",-1
3556,4671824,Says an image shows a satellite view of fires in Australia.," He's holding it down with me tonight. So thank you Josh. So, you know, we recently had those fires in are not in Australia and there's a CNN article that gave me some more details about it because you know with so much going on in the world. I was like, okay, what's really going on? Here we go. We have our own fires here in California that we often reference
",-1
11421,1545016,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt."""," So I'm not really sure when they did this report because I let me tell you I'm a little depressed about it and it three years ago. So I'm going to have to go back and look at that later because I'm like really but I think the point is is that we're more optimistic right? I think that's what they're getting at. Even though we have all this student loan debt and high rates of unemployment. We're still optimistic more optimistic than older people craps gotta end at some point, right? We're hopeful that things are going to be better later. So I think that's what that's a positive
",-1
6678,8881150,"""Austin is the safest big city in Texas."""," Okay, and okay, but the answer the actual question, it's so worth it. I highly recommend it. Austin is an amazing City. Even if you just spend two hours of the cond Austin is worth the trip. Yeah, I love Texas
",-1
2406,5959530,"“Homicides are intraracial. When you look at white-on-white crime, it's 84%. Right? Homicides. White people kill white people.”"," Messages that project to society by person killer white person man, you you going to death row a white person and we talked about these statistics your 357 times more likely to find be found justified by self-defense. If you are white person versus if you are black person and it gets even worse. It's almost 500% if you're white person and kill a black person to. Self-defense and so you wonder why the police shoot first went and asked questions later when it's a black person versus a white person where the message is loud and clear you kill a white person in America our legal system tells you that we value their lives far more importantly than we do that of minorities. Well, I want to go back to Trayvon Martin because I think for a lot of people that may have been the first time they heard your name and just the way that that case came to light
",-1
14125,6422593,"Wealthy taxpayers, not middle-income earners, get ""most of the deductions"" in the tax code."," What's the term 501 C or 503 see I forget to turn but you know, they're they're federally recognized Charities. So, you know, it's easy for you to see that don't see where the money goes and and also, you know at to claim on your taxes, right if your business owner or an individual who does make a lot of money then you know, very well that chair donations are tax deductible and. you know, some people are looking for tax deductions. So it's a win-win right? It's a win win across the board when you can you can give back and then of course, you know save a little so it's I think that's it's a nice thing the government did to incentivize charity and that's why a lot of wealthy people will start Charities or they will give a charity and not to take away from that, but I am going to rant here, but I just wanted to say thank you very much to each and every one of you that participated. 80 in one of my charity streams for gamers Outreach $10,500 in less than a month is insane, but it gives me a lot of Hope for st
",-1
8709,6726833,"Says both Donald Trump and Hillary Clinton say Planned Parenthood is ""terrific and that it should keep taxpayer funding."""," How often do they catch people how even do they really control by aircraft are the. Mine's a lie the answer on this week's every little thing. Thanks to our sponsor Planned Parenthood Planned Parenthood believes. No one your boss included should be able to take away access to birth control, but that's what recent rollbacks by the Trump Administration mean join Planned Parenthood and take action text Nod to 2 to 4 to 2. That's not to 2 to 4 to 2
",-1
3392,913838,"“Under my administration, 7 million Americans have come off of food stamps, and 10 million people have been lifted off of welfare.”"," I like it to be something charitable like today. It was I gave to the food pantry in my hometown because they're changing the SNAP benefit requirements so that no you have to produce. So like a lot of people are going to be cut off from like food stamps. So I did that because it was like, well, I feel I'm mad house and just bought myself some things. So I'm going to give money to other people who probably
",-1
12899,1544943,"""The average student comes out of college hundreds of thousands of dollars in debt."""," If you don't spray it, it's okay. You don't have to like email us. Anyway, so more of them gone to college, but they're stuck in low paid jobs, and then they have all of this increasing student loan debt. Don't even get me started on the student loan debt topic, right? Yeah, how many people on the Facebook's have been like, well, I put myself through college working part-time and summers at a grocery store. He know what I would have to do to be able to flick I wouldn't be able to eat drive a car have lights
",-1
4180,12385434,"""We made parity between mental health and physical health. It was a fundamental breakthrough in how we thought about how things should work."""," May it be gradually or abruptly but no matter how long the process is he is able to deliver you through all the pain and misery that he is ready to walk with you through the darkness that the way he did for those who have gone ahead of us. You know, I want to say that mental illness that does it does not discriminate but is it does not also. - either and just as important as physical health is so was a person's mental health. So to you if you're sitting there and you have been told off that it's just all in your head or do you and they told you that you don't pray enough or you don't read their Bible enough to you have been told off that you're only trying to get attention and just being overly dramatic were some may have even dismissed your claims and downright told you that you lack faith. I'm here to tell you today that maybe
",-1
5358,8571866,"Current school lunch requirements ""cause large amounts of food waste and diminished use of school lunches!"""," That's the podcast I did with Hillary Boyton about farm-to-table school lunch programs and Hillary runs a farm to table school lunch program and is training other people from all around the world to basically adopt this Farm to Table school lunch program the same way that one would adopt like a franchise like if you open a McDonald's in California, it's quite similar. To a McDonald's in Rhode Island, right even though they're so far away. What we're trying to do is really build a sustainable model for bringing farm-to-table school lunches into as many schools as possible Across America. So that's why I'm part of this Mission. I'm trying to help her do that trying to help her fund studies and do these things with the kids blood glucose monitors and all that
",-1
11192,1422963,"The states that are doing ""better"" are the ones that have no state income tax."," She puts into life insurance. So pretty much they told her that you have to die in order to have your life insurance be valid. So Alaska, Florida, Nevada, South Dakota, Tennessee, Texas and Washington State and Wyoming have no income tax and the way that they pay their taxes is through various sales taxes various government services things like that. You guys know that the Federal Reserve is a private bank and not a government institution this correct and they actually charge the federal government for the money they make. At a percentage so every dollar that's printed actually cost us like $1
",-1
19947,2494535,"""The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget."""," You say something's not making sense here. So when you spend a Jeff we spend more time. Health Care than anything else you spend if we spend more than we spend on Military spend more than anything. It's 18% of our GDP on Healthcare yet. We're getting sicker and do we really think that more drugs and more tests and more that's going to be that's got how we're going to get there
",-1
6511,1423368,"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt."""," two billion dollars to the markets these fucking disgusting pieces of shit human beings typed into existence. Ninety two point seven billion. I think it was I mean what I mean, we're already in fucking several several trillion dollars in debt and it goes up by the second but by the tune of the five something to 92 billion dollars they put in in a circulation isn't even backed by anything. It's not backed by gold or currents has been backed by gold since what?. 30s something like that, or is it earlier than that? Maybe now it's not earlier than that
",-1
1174,10776944,“Almost 40% of borrowers with student loan debt didn't finish their degree.”," I definitely understand what you're saying and I do think that to some degree would be unfair that there. Have been millions of Americans that have had to put themselves through college and you know in many more cases to have to pay off their student loans through years and years of arduous work, whereas now there's potentially going to be a handout of some sorts that would forgive some or if you know, the Congressional majority is were to swing way left all of the tuition. Mmm, or all of the student loan debt, my bad. And there is a there is a little bit of unfairness to that. However, what I want to swing back at is there's a there's also an unfairness to the younger Generations who due to the rising cost of college is because if you look at Cost of Living increases over time and in the inflation rate, and then the increase in college tuition the increase in college tuition over the past few decades is like Sky rocketed past what you would think would be a proportionally
",-1
3094,11257321,Says coronavirus is just “the damn flu.”," Peace family as we know right now. The world is in a frenzy. The Corona virus is scaring. A lot of people is creating economic issues right now. The world is in crisis management, so that the trade between China right now, you know doesn't cause too many big issues China is a big influencer of the global economy and so not being able to trade with China will cause big issues
",-1
144,9637260,Children and teen suicide attempts “skyrocketed 250% in 2020” according to “one study done by a hospital.”," I mean, it sounds like solid advice to me we can call the doctor and ask them. Also, too I mean to sort of wrap things up. I was reading I was listening to a podcast and someone was talking about the statistics of suicide rates going up especially among like adolescence and teenage girls. And then also this staggering statistic that like 41% of the population identified as like very alone or very lonely and. I you know don't want to oversimplify anything that's real like a disease like a trigger that you have from childhood what you know Etc
",-1
7858,9624778,"Donald Trump says ""that NATO is obsolete and that we need to get rid of NATO..."""," So, yeah, I think I. I've always been aware that there was some risks but but sometimes it's obviously a shock when something like this happens. Yeah, I agree with all the older comments to Nato. Okay, next question, please. David Caruso news from Rome
",-1
4761,5123719,"Courts have ""quietly confirmed"" that the MMR vaccine causes autism."," That these families are going through but I have a hard time believing that the MMR vaccine causes. Let alone was even a trigger for kids that have autism. These Studies have ginormous sample sizes, you know, the Denmark one being at 650,000 so I would just say just know the MMR vaccine does not cause autism and it's not even. in a trigger for high-risk individuals. Thank you all for bearing with me with this first podcast on vaccines here
",-1
9616,2465566,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," I'm not I'm not sure about how she handled the two years and under vaccinations in my opinion. I think for someone who's looking for that middle ground as a not loading the kids up with vaccines all at once that scenario our method isn't bad. I told you I did some research unbelievably among the myths are that having too many vaccines at once is a problem for like babies and stuff and and the the the the. For Disease Control or public health. I don't know go mad fucking magazine, but it's still true said babies can handle all that shit that's not an issue like the amount of shit that they get they would need to take like ten thousand vaccines at once for it to be like an issue
",-1
3450,9768001,Says a video shows the helicopter crash that killed Kobe Bryant.," man, I have never seen the whole world just stand still like that, you know, and I think honestly honestly like I think the last time there was such a big big impact to not only a city but also just the world was I think like when Michael Jackson died, yeah exactly like to just the last I mean, there's there's been numerous other significant celebrity deaths since then, but I think like just a moment where like the whole just world just like. Still and you just damn like it was it was crazy. I couldn't even believe I was reading that like Kobe Bryant Kobe Bryant dies and a helicopter crash. And I mean, it's just it's it's awful. What did you what were you doing that day?
",-1
10160,5998986,"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000."""," Also Pop Quiz everybody. What was the black unemployment rate when President Obama took office in 2008? Anybody Bueller Bueller? It was 16.8% Do you know that the first time when the unemployment rate for black people fell below 10% for the first time since the recession, you know, what year that was 2015, you know, wasn't it?. Office Donald Trump when Obama left office the black unemployment rate was 7.8% Now, let me get to the third fourth fifth sixth and seventh of all maybe the reason Megan Rapinoe NBA teams the folks of color on the Boston Red Sox don't want to go to the White House is because this Administration has quite the track record when it comes to making marginalized groups field as if their very existence is
",-1
8329,2712617,"""Forty-three million Americans are on food stamps."""," I understand you want to buy a car, but we're not going to keep I don't get food stamps. I pay out of pocket for my food. So everybody get food stamps. I'm happy for you because they won't give me food stamps right now because they feel like need to work for my food stamps and I'm trying to put it on I can't work. They don't give us they don't care but it's all right, because God never ever left me hungry and I eat every day and I
",-1
7317,2121819,"Global poverty is down to ""less than 10% today from 37% in 1990.""","6 million in 1996 to 2.1 million at the end of 2001. The poverty rate for children also fell during the 1990s from more than 20% in the early part of the decade to about sixteen percent by the end of the decade experts disagree. However on what drove the reductions in Bogues welfare caseloads and. Poverty changes in welfare policy or the dynamic economy that prevailed during most of this period and that will be all about the causes of poverty
",-1
5543,5972222,Says a poll showed Democrat Beto O’Rourke within 2 percentage points of Republican Sen. Ted Cruz.," But anyway, let's move on to what I have in store for you for today's podcast. Now the previous podcast I sat down with Senator Kamala Harris who barely Trails FrontRunner Joe Biden in the polls today. I'm sitting down with another presidential candidate former, Texas Congressman Beto O'Rourke now, he was this close to beating Ted Cruz for the Texas senate seat. During the race he gave such a huge National following. He eventually decided to run for president
",-1
16623,6665782,"Says that in the last five years, Texas ""created more jobs than all other states combined."""," So just as an aside, Texas, I think so, I'd have to double-check triple-check that but yeah, or just those things know where you're from. Reason, I remember you being from Texas, but let me know if that's wrong. Anyway, also job Texas is a big state. You did a 5K and stuff this year Sheree. Is there anything you want to challenge Jorge with since you tasted 1982's cooking Jorge
",-1
2922,2495301,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”," I just want to say you know, it's the first month into 2020 and shit is already just fucking old in the Wyatts in the world is saying it's everything is going to shit like, you know, we're still in the one-month free trial and. - it's just not looking good. China's going the coronavirus. We almost had World War 3 and just in general even personal life has been kind of iffy Frank the majority of us. Yeah, but you know
",-1
10578,3387531,"The U.S. has ""5 percent of the world’s population, 25 percent of the world’s known prison population."""," That's crazy man us prison. It's a business locking people up. The United States has what 5% of the world's population, but 25% of the world's prison population. Yeah, it's it's it's depressing man. Honestly, it can really like make it soft
",-1
9161,3452901,"""You've been tremendously deceived"" by people who say the Earth is not flat."," And so a lot of people confuse our conflate the two and think that well, okay. There's a big distrust of Science and a lot of Realms. We've talked about people who are who believe that the Earth is flat. We also know a lot of people who go against a lot of other scientific ideas, like vaccines and things like this and I became curious as to why there is such a distrust of science now and I think part of it is is that it's becoming more compartmentalised in a way that I think is a little bit unhealthy. So what you're doing Jenny and what other artists like cat are
",-1
3945,10947947,"The United States is ""very energy independent."""," I totally understand that. It's been very difficult to work out how to set up ticket sales and get things happening. But I mean the country has such energy. I know there's a lot of issues going on there talking to. people about social and political situation
",-1
