Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement,
1186,4251754,Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”," Now that's going to be the first challenge is making sure that you guys are able to pay your employees the appropriate minimum wage. This may seem kind of mundane since the federal wage currently is at seven twenty five an hour. However, there is a national movement to actually increase it to up to $15 an hour and. Some states are well on their way. Yeah, Federal contractors are required to pay employees
",-1,
2947,6061021,“Everyone is only dying of coronavirus now.”," Huh? There is a. In California or something for what was a really I didn't know that I don't know. Our people are actually dying from the coronavirus. Oh, yeah, they are. Yeah, I'm pretty sure but new Studies have shown that alcohol can kill the Corona virus, which is funny
",-1,
2364,3303544,"There’s already 10,000 businesses that are not likely to open again, and a significant number of small businesses and minority businesses.”"," Particularly those engage in certain start providing services and our client dependent if there is no engagement, then there is no sales if there is no sales then there is no money that can be used to pay for the salaries of employees now if they're if you have regular employees doing nothing. Because there is no client engagement then the business is losing money. It will eventually lead to bankruptcy and the closing of the business so small businesses. You should believe or tend to rely on and regular employees. I remember or recall a
",-1,
3110,3346535,"Because the Federal Reserve recently cut interest rates to near 0%, “the Fed will be of little consequence now. They’ve already used what leverage they have.”"," It's been all over the world. World especially Us in developed economies, but we've seen this relevation in Risk assets the long end of the curve as you mentioned. The FED has arguably little control over rates have come down. The curve was inverted for a point is far as the looking at CPI and inflation expectations. There's the sense that maybe we'll never have inflation and maybe the FED might just double down and come in for
",-1,
13578,7149825,"""The city of Atlanta has one of the highest lesbian, gay, bisexual and transgender populations per capita, ranking third among major American cities."""," Okay, how do you always find yourselves fighting over the same gay people? I don't I don't understand that. Why is it every time I turn on my timeline or I get on social media? Okay, and the Atlanta bunch is seems to be a magic called them the Atlanta bunch money. The Atlanta gays the land of lesbians. Okay specific the black Atlanta lesbians. Y'all are always in some drama
",-1,
12144,4251210,"Florida’s proposed medical marijuana amendment ""would make Florida one of the most lenient medical-marijuana states, allowing use for limitless ‘other conditions’ specified by any physician."""," The state is actually making. Is towards implementing consumer privacy and security laws and this is going to be really interesting to see how this pans out so that the bill actually starts to give consumers control over their personal data privacy, which is a nice relief because to be honest with you are digital Footprints are just everywhere over in Wisconsin. The new governor has actually proposed medical marijuana legalization and possibly looking at that State maybe another state to flip over to recreational marijuana usage is. So definitely keep an eye on that over in Washington state Washington is looking to increase the salary requirement for exempt status and employees and make other changes at the state level to White Collar exemptions. Now, we've already got a lot of stuff going on with flsa and what that is going to look like as a nation and that information hasn't rolled out
",-1,
15212,3863545,"""We are poised to get rid of over 1,000 more regulations in 2012."""," is could potentially be a problem. The last thing you want to do is do an ie I see are in someone's house and then give him an unsatisfactory even though they're wiring is less than 10 years old because of the rcd type which I think in the next 10 years. We're going to find more and more happening right moving on regulations. Seven two, two five three, six four one four one call that really rolls off the tongue. Doesn't it? You know, I don't have something weird about this numbers, but they're absolutely
",-1,
10963,2160114,"Women still do not get paid as much as men, even ""for the same work, period."""," When they pay that much money for you things change they consider like they own you and I've actually had to participate. Ocular conversations that I'll cite here that gave me those red flags. So when you the higher up you get and I think a lot of women might not really get what happens the more money you make the more of your own personal rights and time you have to give away because when people are paying you that much are your job is that amazing quote unquote they're expecting a lot more if you and it become your career doesn't just become your job. It becomes your life. It's all encompassing and I only ended up finding out later on that many of my colleagues
",-1,
19632,11449168,"Obama's plan to raise the capital gains tax ""hurts the middle class."""," Yeah, I I think it would be good for people predominantly like predominately. I think it would I think it would be good for ya. I mean besides for the middle class taxes should not rise. They should not for the lower class taxes should definitely not rise, and that's what I'm saying. And what we need is a system that
",-1,
16123,386813,"Says his hometown of Paint Creek, Texas, ""doesn’t even have a ZIP code."""," And at one point the Darius gives the police officer his his address including zip code. And so the officer pulls out his phone and starts Googling Green Bay ZIP codes to try and assess what the various is. Actually a zip code is which I don't blame him. I guess Green Bay has like three or four zip codes and he didn't know which. Which is so the officer pulls out his phone
",-1,
17160,4982021,"""We have 80,000 abortions in Texas every year."""," But there is a deaf still happening and that is with the child. Here are some of the statistics of abortion if you don't mind from 1973 from 2011. Can you see that from 1973 through 2011 nearly 53 million legal abortions. 53 million legal abortions occurred in the United States. among married women for percent of pregnancies currently in an abortion among unmarried woman 27 percent of pregnancies end in abortion women in their 20s accounted for the majority of abortion in 2015 and had the highest abortion rates adolescents under 15 years old obtain point zero three percent of all 2015 abortions women aged 15 to 19 years accounted for less than 10%
",-1,
16160,3345866,"U.S. debt is ""now equal to 100 percent of the GDP."""," Well, there's no way they can pay it back. Right? There's no if you look at Japan today, their government debt is, you know more than two hundred percent of their GDP. So even if they taxed a hundred percent of GDP, they can't pay the debt back. So paying back is not an option default is not an option because if you default those in power get kicked out those in power like to stay in power so not going to default. So the only choice for Millennia is to inflate away the debt or you know, basically destroy the
",-1,
3178,10688284,The coronavirus is “simply the common cold.”," Of people it was viral. I got one that was bacterial and one that was viral this year already. He was saying that common cold that you got probably wasn't this virus specifically, but the common cold is a coronavirus. That's how it's our started what he was saying is that, you know, a lot of the people in the developed world that got that really bad cold already and went to the doctor and everything probably have a higher immunity than people who haven't gotten it yet. Even if it's spread here roof and you know, like every single person got it a lot of people would
",-1,
1685,7025137,"Says President Donald Trump ""thinks that $15 an hour minimum wage is too much for essential workers."""," I don't know how you're going to make that happen to me. It seems like a lot of pipe dreams, but boy wouldn't it be interesting if you could pull it off?. One of the things that him and told see seem to be for that I'm against is the raising the minimum wage to $15. I've heard Joe interview economists who talked about how the minimum wage is actually was making the poor even poorer. It's not helping them
",-1,
6156,10341050,"""Consumer confidence, business confidence, and manufacturing confidence are the highest they have been in many decades."""," Like it's good times. Right? Like people are I would say, you know flush with cash capital is available, you know, you can go to a bank and banks are lending freely. There's High consumer confidence. There's High business confidence that's good times. That's where we are right now right when you get a panic or a scare like this
",-1,
9161,8463848,"""You've been tremendously deceived"" by people who say the Earth is not flat."," Oh 100% And all the pilots just being in this secret society, like kids only one kids. One of the Earth is flat. The Earth is flat. They wake up in the middle of the night and the cold sweat honey. You were dreaming about the Flat Earth again, and then all the devices are like
",-1,
728,5670277,“Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022”," And I think that's going to get stronger when you know when they have to you know, kind of fighter fight or die. Right and just to rip off of that. I think that's why one of the reasons why we're seeing so much innovation in cannabis is because of all of the restrictions placed on us, you know, we've got tax restrictions. We've got advertising restrictions. We've got retail restrictions, and so all of
",-1,
9533,2308363,"Says Edward Snowden ""could have gotten all of the protections of being a whistleblower."""," I should say boy. I'll tell you what, so what exactly was going on. So in case nobody knows Edward Snowden is the guy that is I guess responsible for the what we would call a leak or he's a whistleblower. It's really what he is. He blew the whistle
",-1,
9427,155041,"Says that Starbucks took ""Christmas off of their brand new cups."""," So I think you kind of ruined that for your your image for yourself there. But I specifically wrote in the notes. I'm anti Starbucks holiday cups. And then you wrote Merry Christmas. Oh God keep the Christ in Christmas realize we get to read those kinds of reviews for next to actually that is making me a stomachache know for the record
",-1,
13341,8374850,"Says, ""Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness."""," So this is for you. If you want to change your mindset if you want to boost your confidence, maybe this is something in your job or maybe you're a student and actually the reason I wanted to do this episode today is because I was doing a talk this morning all about mental health because I presume it's worldwide but actually on my birthday was World mental health day, and it was mental health week last week. And the statistics are that one in five young people suffer from mental health issues, and I actually think if we spread this Beyond just young people I actually think the statistic is probably higher than that. And what I want to do with this podcast is I want to be able to give you techniques give you tools that you can have to empower yourself because the reality is negative thoughts worries anxieties fears. They are part of
",-1,
10849,4659542,"Saudi Arabia is ""the only Muslim country out of 47 Muslim-majority countries"" where women cannot get licenses to drive."," Doing out there and fought with his team and they were scrapping to that shit was funny but shit. Um, well, we got a little bit of time left we could talk about this one we can talk about this one. Saudi Arabia is allowing women to fly by themselves. They should have been done not exactly, you know, you know how ass-backwards Saudi Arabia is that's a big upgrade decided. It really is people don't understand how hard it is for the women and it's not it's not really hard for them
",-1,
18103,6424663,"The United States is ""50th in life expectancy"" in the world."," I don't feel like I'm even close to being old and I always tell people a time when. Say that I am old that our life expectancy is nowadays or close to a hundred years. So 50 is only half of our life expectancy 50 is only half of the life that we potentially have to live. And for the first time recently, I actually felt my age. I actually felt like I was 37 getting close to 40 and that's when my daughter my oldest child turned 14
",-1,
6730,2494200,"""We’re spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent."""," We are getting sicker we spend more than we spend on Military. We spend more on anything. It's 18% of our GDP on Healthcare yet. We're getting sicker and do we really think that more drugs and more tests and more that's going. That's gonna how we're going to get there
",-1,
4674,10415988,"""A black woman in New York City is 12 times more likely to die in childbirth than a white woman."""," But it it it's it's really astounding not only how disproportionately this issue affects the African-American Community, but just how much more predisposed they are. This issue affecting them. I was reading this statistic and it was talking about not only infant mortality but maternal mortality and black women are three times more likely to be affected by infant mortality than white women three times more likely and and white women in America. Out of the 100,000 birth procedures 12. They have a 12
",-1,
4116,2054122,"A transaction tax in countries like the UK ""didn't affect their financial markets at all."""," So yeah, I was like, I wonder how much they were gonna do. Like if it's just like regular 7% for context. They didn't do tax at all. Okay big man shit. We gotta go back there
",-1,
7222,7123005,"""Since China joined — that’s another beauty — the WTO in 2001, the U.S. has lost many more than 60,000 factories."""," So they want to spend more and for them to spend more they bid up the prices of goods and services, you know, likewise companies are having to hire more people in order to produce those goods and services or they're having to pay higher wages to the people that they hire and so they put more money in the pockets of. Consumers who then spend more and you get this feedback loop, so that's the you know classic sort of Keynesian neoclassical model of of the wage price inflation spiral, but then we've had this countervailing Force, you know, the last couple decades more than one countervailing force one of course has been free trade and you know this covered in the book, you know, the big piece of it obviously is China. I mean you just you look at the numbers you see China joins the WTO and 2001 and. Manufacturing wages in China quadruple, you know in the span of about a decade. So so that means that you know lower cost labor is employed to buy Goods or to sell goods and services to the US
",-1,
9530,2487288,"""Fifteen out of the 20 most polluted cities in the world"" are in India and China."," The craziest thing is seeing some of the beaches the plastic on beaches and we don't get to see it. Well, I was reading who we're fortunate to go to parts of the world that like have clean up like clean it up or I will have a choice industry or we can afford to go somewhere that isn't the case, but you kind of it's really shocking when you actually see you show me that picture of the pollution in a where was it again, there's a so Delhi some of the top. The top 20 most polluted cities in the world reluctant. I think like the like maybe more than 70 percent of them were in that India Pakistan and another place around region may be trying to maybe not be as definitely India and Pakistan and this River was in India near Delhi one of the most polluted cities in the world by far and it looks like a fiction of snow on this River and then Russia. Yeah, it looks at Siberia or something
",-1,
3178,2546333,The coronavirus is “simply the common cold.”," Listen to me property Allah and kill you. All of this, they just allowed to have their free calls will end up smoking your life. Even the common cold is not addressed as thought if you allow it to play out. It was not a person like it just keeps progressing on the life days hallelujah, and if you noticed that English walls everything seems to tend towards death. A company Rises death begins to act on that company and brings it down
",-1,
5525,11221533,"Says Beto O’Rourke is ""the only candidate to the U.S. Senate to call for"" impeaching President Donald Trump."," He's a work in progress as far as the looks go. We're trying folks where try but I refuse to be alone for another holiday season. I refuse to be alone Beto O'Rourke is running for president. We're going to talk about that coming up so. We'll be right back folks
",-1,
8095,11571602,"Milwaukee has ""the highest incarceration rate among African-American men in the country.""","4 million people this accounts for 25% of all imprison people in the entire world, despite the us only having five percent of the world's population while people of color make up 30% of the US population. They account for 60% of those imprisoned. The incarceration rate for black men is six times higher than white men and one in three black men can expect to go to prison in their lifetime. The number of prisoners in the US has increased 400% since the Reagan Era nearly 50 percent of federal prisoners and 18% of State prisoners are locked up for nonviolent drug offense crimes due in part to the War on Drugs. Also during this time
",-1,
18176,5212382,"""Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors."""," On them and that's what our monetary system has done to us done to the American economy. We are we are literally oh every productive apps like think about that. We are leveraged 73 trillion dollars to one point six trillion dollars everything that we produce is owed to the banks all of it 42 1 that's insane. so it's it's just. It's so so important that and this is one of those things that you'll never understand the value of Bitcoin
",-1,
2453,11609821,Former U.S. Vice President Richard Mentor Johnson was a slave owner married to one of his slaves and father of two children with her.," As for the tavern it was quote little more than an overcrowded dining hall which served bad food muddy water and lack Dice from this disgusting hellhole Johnson wrote out the remainder of his vice presidency when the election of 1840 rolled around he was unsurprisingly dropped from Van Buren's ticket, but the Democrats had trouble agreeing on another Vice Presidential nominee. To their dismay while they squabbled Johnson took to campaigning on his own behalf in one last humiliating incident while Johnson was giving a speech in Detroit his former wife's brother Daniel Chen escaped to Canada in case the people had forgotten. This was a timely reminder that Johnson had married his slave needless to say Richard mentored Johnson did not secure the vice presidential nomination. And when election day came Van Buren was defeated by William Henry Harrison Johnson spent the last years of his life in Kentucky suffering from a series of illnesses until he died of a stroke in 1850 before his death. He transferred ownership of his slaves to his surviving daughter from his marriage to Julia chin this bequest however was not to be because of her mixed heritage
",-1,
19784,363368,"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions."""," His captors called him the Crown Prince McCain was simply too valuable to be allowed to die alive. He could be used as a bargaining chip. So John McCain continued to suffer brutal beatings torture interrogations and solitary confinement. It was a bleak miserable existence or even death was too much to hope for. This is hostage on the par cast network
",-1,
12649,9647213,"On average, college students ""are taking six years to get a four-year degree."""," Into the class because it's one of the bigger degrees of the college. So it's like it's packed with a lot of things. So you have to start early and then if you mess up one class and messes up your momentum to graduate in the four years, I think most of the general graduation rate is like five to five and a half years. So hopefully if I graduated for I'll be lady titty with a bitty on my kitty, huh. But okay, that is Cortez first time that you bought the fluffy jacket this, okay
",-1,
15618,1577817,"People can use food stamps ""for anything,"" including ""to go to Hawaii,"" and even millionaires can qualify."," But for the most part he didn't work and he didn't have a job and my family lived off the welfare system and we lived off the state. We had State medical insurance. We had food stamps and I remember you telling me about food stamps. I'm like, what are those? What is that? Yeah, so here no idea what that was me and my mom was here for a while. So, I don't know
",-1,
14289,11554843,Says 1 in 7 American families is on food stamps.," So we know all about Medicaid and Medicare Medicaid specifically being like literal like state-funded insurance. And I think a lot of people don't realize like what and like food stamps in general like being someone that actually like had to use food stamps. I didn't know that until I was like 18 my mom used food stamps for me and my brother until I was like 7 I had no idea but more people use them than anyone thinks. Like a debit card. Yeah, I don't think people understand what you're not going to roll postage stamps
",-1,
19947,8833158,"""The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget."""," But if you take the society, what is the cost? What is the benefit benefit is marginal cost?. Which America is a classic example?. America spends 18 percent of GDP on health care about 10% from government at various levels over 8% of the private sector to insurance premiums, but despite that America is 3015 the world in healthcare outcomes worst among the rich countries spending way about any other rich country. Way above any other rich countries, it's a bad model. Canada is a good model
",-1,
13571,6254263,"""The Agriculture Department estimates that roughly 42 percent of the corn crop will be used to make ethanol -- more than the amount of corn used to feed livestock and poultry in the United States."""," Lifestyle where we're reducing our corn concerns our grain consumption which again, I'm not against eating Granger's reducing it by 90 percent. Then you don't need all these fields of corn right or grain or wheat or all that your the other place than I pull up pull up some starts and the other thing, you know, this is it says 38 percent goes to feed then some some small amount gets carried over for the year later small amount gets used by distillers for like go. choose but there's 30 30 percent thing is used for ethanol production. So ethanol that gas. It's an additive for gas
",-1,
6104,7500496,"Says he’s a ""retired U.S. Navy officer."""," That's the scented Soldier shaves. He offers a very interesting perspective into the world of wet shaving. He is a military. And he offers that perspective that kind of Paradigm on the Shaving community and how he portrays his content. I think it's a really interesting perspective
",-1,
9196,12028558,"Martin Luther King Jr. ""was a Republican."""," Why can I not remember his name Martin Luther King jr. But it's also a reference to the thing that Kanye West said where he said he wanted to be. Martin Luther King jr. Kind of again stating the point that he's not like these other rappers and that he's you know, he's like this average guy who doesn't get a lot of girls. He's also just a regular Cleveland guy who pulls with the book employs
",-1,
3371,5829569,"Says ""the coronavirus was engineered by scientists in a lab."""," He's the target specific for Respiratory or pneumonia Ada's medicine. We are not able to find still and the molecular biology studies which have identified several potential targets for antiviral drug Discovery where we could do viral binding uncoding replication protein expression and processing assembly and release cellular function on which the virus depends such as cholesterol synthesis membrane trafficking also present opportunities for Auntie. Design, so all of these say that there can be an antiviral design and there is just that little push which the scientist and the all the around the medical research people who require just to uncured what exactly this coronavirus has. So now that we are talking about coronavirus. Okay, is it any different from flu? Yes, it's different from flew in terms of a molecule a biological level but for a general human being like you and me who have who does not have that much biology in depth knowledge
",-1,
6320,2589927,"""Earlier this year, Hurricane Harvey left more than 12 million people in Texas and Louisiana without homes."""," Jesus man, this is very important the oh my gosh. Okay, you live in Texas. We live in Texas and you know hurricane Harvey happened like two years ago and stuff. No many people got Nene done by the by the hurricane. That's just how it happened
",-1,
9452,9090590,"The Koch Brothers are ""spending more money than either the Democratic or Republican parties"" in the 2016 elections."," Has it better? Yeah, Shirley Gregg Marshall has a cheap by out if he wants to leave but it currently says it's 15 million dollars. But that's just if the school fires him, I think yeah. You mean buddy? I mean that they have they have tons of money because the Koch brothers are there big boosters. How did so what if they didn't if they make three of he makes 3.5 million dollars in Africa area
",-1,
4709,412589,"Under New York's new abortion law, ""If the baby was born alive, they would just let the baby expire."""," I most certainly wouldn't be anywhere to be completely honest. I wouldn't be I wouldn't be sitting here making podcast for y'all to listen to I wouldn't have met so many great people in my life like my best friends, Brianna Courtney Nick and it's fucking heartbreaking and devastating. To know that it's still legal in so many states, especially my own fucking state New York that it's legal to get an abortion to murder a fucking child. You're taking away the baby's life. I don't care whether it's a fetus has zygote a baby with a heartbeat
",-1,
12437,5069929,"""Nobody's addicted to"" marijuana."," Huh note the I'd like to talk about. You know mental health casual hookups sexual addiction cigarette addiction alcohol addiction and a real doozy here marijuana addiction. One thing I'd really like to point out is that it is so possible to be addicted to marijuana. It really really is and overall. I feel like my generation is way too positive
",-1,
4066,9750248,Say Jeffrey Epstein is not dead.," Open up for me on this one. What's your name? Oh God. It was just me doesn't say Jeffrey Epstein but he's dead now. So that's bad bleep that oh Kenneth petty petty. Well, that's a hell of a name name one guy named Kenneth
",-1,
563,6101368,Says Joe Biden confused his son and his grandson.," Basically, it's a it's a confession when you understand the elements of what's going on here 24/7. Well, most certainly they're going to play it on Monday and I think the whole world, you know, meaning all those have been in a state of Mass illusion about this are going to have a nasty jolt of reality because the guy who performed the inexcusable quid pro quo to benefit himself, really. Even more venal that his party his own family and his son is Joe Biden. Not not Donald Trump. Now, let me hasten to say that while I believe Trump has done a lot of good right country and that is impeachment is a farce and I can go into that in great detail
",-1,
12154,1424976,"A gun ""background check is futile. Something like 42 (people during the) last year … were prosecuted for trying to buy a gun with a criminal record out of 11 million."""," We talked about him. Don't always get a real resolution. I agree with like I think there could be some more little bit stricter background checks and you should have to maybe go through with purchasing guns. We're on this topic now go to control control. I don't know what basically we found a living
",-1,
7607,1847035,"There was ""serious voter fraud"" in New Hampshire."," So there's a long history of marriages November 19th. 1834 the 14th President Franklin Pierce was married to his wife Jane Pierce. So that happened that happened in New Hampshire this day in history. So, could you imagine. didn't get married in 1834 like you think of the big weddings now, but like 1934 it was definitely they didn't have like
",-1,
6912,3718104,"Says each of the past three years ""has been the hottest on record."""," So what is it? What's the purpose that you are here for? This is a really excellent time to listen because there's quite a lot of available information quite a lot of inspiration and alignment with healing and with wisdom with your own path that. He could be very surprising right now and this brings us into the kind of next energies that I'm going to talk about with this new moon because a lot of us are understanding things about ourselves and about our lives either because of big changes that are happening either very personal changes or changes in our immediate environments or changes in the Earth itself. It's the hottest year on record. Ever the political reality and news Cycles are absolutely fucking insane. And how can we not be affected we have to change we have to grow our values have to shift our sense of purpose really needs to take an evolutionary step forwards
",-1,
16687,5666346,"Says businesses ""already pay most of the taxes."""," They there's more stuff. I'll talk about later. Okay, like business tax will go towards. School meals and childcare that kind of thing and that kind of makes it easier for the voter to know where their money is being spent. They say they plan on tackling Staffing crises by retaining free movement and recruiting European Nationals to fill the existing gaps in the NHS and they also plan on reintroducing nursing bursaries
",-1,
14569,894790,Most tips left at Dunkin’ Donuts don’t go to employees.," There's a if you look at about the Pentagon in the dead center. This will also end the actual Pentagon itself. There's a Dunkin Donuts. I think don't quote me on that fat. Fuck teenage thump 18 is Trump supporters next Sandman and some other guy
",-1,
274,3745345,“The CDC actually put together a document to discuss putting high risk people into camps to ‘shield’ low risk people from them.”," And so the the big question mark is the shoulder. I'm not too concerned about Cam and I don't care about accuracy for Fantasy. The concern is camps Health. Can you stay on the field that will change things a lot for them DJ more again at 26? I think that's a great value you getting a wide receiver. The top guy on his team who's going to getting the most snaps who there's their first rounder
",-1,
15825,11388565,"Says Anthropology is a STEM (science, technology, engineering, math) field."," That's that's pretty cool. Yeah, and I don't know if so enchantments that we know and love and game like sharpness or not mending. But what is it being of anthropologists? That's a good one. Now when those enchantments are in the game also, they didn't really show how to equip them onto weapons or armor or anything. So I'm hoping it's still an anvil and you don't have to spend emeralds to put enchantments on stuff because that would be kind of really bad
",-1,
10596,2588952,"""Fluoride in the water, that was originally done by the Nazis!"""," It is through this second method. It's often added to our water which supposedly helps with dental health. There are many conspiracy theories surrounding fluoride and what I've come across multiple times is the idea that to add it to water was created by the Nazis as they realized. It created a more subdued population now, I just want to pause it. I don't know if that's true, but I don't know why it's added
",-1,
12825,10466679,"Says 97 percent of food stamp benefits ""are paid in the proper amounts to people who are really eligible."""," Left man, so my mom left me my brother and my sister out of the house by ourselves, you know, my brothers on the game hogging the game couldn't play the game my sisters upstairs my mom room watching TV and I was you know, I was bored as hell niggas. They have phones or nothing Nia man, and I don't know like my mom like every time like we have food stamps, right, you know growing up, you know, we had you know a single mom, you know again to that story another time. Yeah, it have food stamps that you know, every time we got paid on our food stands. My mom will go like hey y'all wanna your own box of cereal you launch on this you we had our own individual things. I have no more gummy like snacks or whatever, you know, fruit snacks or whatever
",-1,
16202,10668821,Says his Twitter account has 1.3 million followers.," Our Instagram has a couple million followers or Twitter has a million followers. That's just our main account. Not not counting all the bloggers who you know half a million all these other numbers, so it's crazy and when we first linked up, I probably had thirty thousand Twitter followers. So it was that long ago and it was that, you know, it was that at the beginning of our kind of ascent into what we are today and how many people we reach today. So think about this story than and how it
",-1,
1945,12044483,A photo shows Dwayne “The Rock” Johnson on Epstein Island.," Hey, man, don't talk smack, but at Harris, I don't know who you is. So goddamn old team with Cuba Gooding jr. Like the rack I know who the rock is yet another The Rock not Dwayne The Rock Johnson. Well guys, we wanted to get a little further along but it turns out Stalingrad isn't just one battle. It's months of offenses counter-offensives and so on and it's going to take more than one episode to do it proper Justice
",-1,
15618,657330,"People can use food stamps ""for anything,"" including ""to go to Hawaii,"" and even millionaires can qualify."," Then you want to get a high school diploma. Then you end up on like, you know food stamps and government assistance and then you go nowhere in life. Not the differ on food stamps or government assistance. That means you're going to go nowhere but like, you know, like you could mess up a really really bad like really bad and then you're like, we have a specific example. Like let's say you do some things with somebody and then it gets really embarrassing and then like week later doesn't matter and I probably should have done that are like you didn't argue with somebody and you're like, oh no and really we've better like away
",-1,
7101,5955892,"""Hate speech is not protected by the first amendment."""," Television time right? So I'm in the position now that my name is on this show, right? And so now I say, okay. Alright, let me say this. I see so many people using the First Amendment now as an excuse to spread hate and propaganda and that's not what the first amendment is about. No one has the right to appear on any network. It is a privilege and if you have the opportunity to speak directly to the American people and to be able to influence them then you at least owe them the right to tell the truth and to be honest also just because there's everyone says oh you want to hear all sides whatever both sides whatever that that's
",-1,
11974,11924177,"Quarterbacks ""won the (Super Bowl) MVP more than 50 percent of the time."""," It sounds like before the like League Championship like and your teams in the running. You're not going to wit. I'm so that's one thing and there's a stat like that shown in think it's like in the last like 10 15 years only two quarterbacks that won the MVP ended up winning the Super Bowl so you could be right there. The other one that I don't that I truly believe in is that the team that wins the Presidents Trophy and hockey for the best regular season record. They like never win the Stanley Cup
",-1,
10466,5850253,"Online voter registration is a ""more secure"" way of doing voter registration."," Why is that we don't have online voting the same way that you do for academic board or Senate. Well online voting is inherently bad like online voting is insecure. There's no way to actually do online voting in a secure way you there are plenty more secure methods do paper ballots. So in like the academic board, it's good enough but not for shooting, you know election. I mean after like with in the geopolitical environment that we find ourselves in I actually don't think that the senate race should be done online
",-1,
629,3351325,"""You will be 'vaccinated' regardless of whether you receive the shot or not.”"," It's a buzzword of today socialism. Yeah, but here's the problem with this one, right?. What if you don't get a vaccine?. You're going to bring polio back. But yes, I think that not everyone believes that vaccines work or are real and there's that's right
",-1,
1682,6061021,The number of coronavirus deaths is “almost nothing.”," Huh? There is a. In California or something for what was a really I didn't know that I don't know. Our people are actually dying from the coronavirus. Oh, yeah, they are. Yeah, I'm pretty sure but new Studies have shown that alcohol can kill the Corona virus, which is funny
",-1,
10737,8340636,"Ebola is ""incredibly contagious,"" ""very transmissible"" and ""easy to catch."""," Pass along the different way than I'd ever brother binary. Hungry Bergamot on yeah, Sam peckinpah Roppongi Hills. Ebola quarantine after singled and go more deep in the era Tepee and Mom what we term as oh, yeah. I don't want to fight between us right. It doesn't matter who's right or who's wrong
",-1,
10781,10077860,"Some doctors say Ebola can be transmitted through the air by ""a sneeze or some cough."""," How you answer? This question inevitably lead inevitably depends on how you define truth. And truth is actually something you have to Define before you can have a conversation about it, which is a kind of a strange thing. You can make a case that determining how to cross Ebola with smallpox and aerosolizing. It is a perfectly valid scientific question. And because science is value free
",-1,
13882,9898165,"Because of Obamacare, ""over the last two years, health care premiums have gone up -- it's true -- but they've gone up slower than any time in the last 50 years."""," No president prior had ever done that what a shame Obama was Obama created the worst medical care. Here Obamacare for the United States truth is it's not totally been abolished truth is it's not been replaced. You're having pay more out of your pocket for healthcare and it continues to rise under Obamacare. He's in those routers truth is we already had the insurance in place with Medicaid and Medicare when we need upgrading your free HealthCare coverage every man woman and child of light that he need to cover getting eyeglasses dental care for everybody. And we need to change the laws where we got Barrel Insurance
",-1,
2701,10800460,"""Joe Biden tells voters he's 'going to beat Joe Biden.'"""," I would love to see him and Trump go head-to-head all those months. He spent bad-mouthing the president when in the in 2016 Sandy love to take him behind the school and beat him up or something dumb like. That Joe Biden first of all lose in a fist fight second of all he will lose in a presidential election. I think Trump's win in a landslide in 2020. I have no doubts in my mind about that until the economy booms or Iran attacks us and Trump does nothing
",-1,
10326,7632834,"According to the CDC, ""110 million Americans now have a sexually transmitted illness."""," Okay, so they followed people for a median of two years and what they found was that nearly all of the HIV positive men who were taking antiretroviral therapy had less than 50 HIV RNA copies per ml. So this was really highly effective treatment that they were getting they identified that the self-reported adherence to antiretroviral. Therapy was well over 90% So really a very unique population perhaps during that follow-up period about a quarter of the men reported having developed other sexually transmitted infections. So this does not prevent you from getting chlamydia gonorrhea Etc and about a third reported having condomless sex with other partners. Okay, so we have a little issue here
",-1,
9616,499303,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," Now, they have taken these delicious cakes off the menu why I beg why is that funny? Okay moving on. All right Boo on vaccines. Let's not forget about anti-vaxxers and there have been multiple scientific studies on the dangers of vaccinations. They said show me one please. And this has government controls the internet now, so I can't find what I'm looking for
",-1,
10425,5123709,"Science is ""very certain"" that the measles vaccine doesn't cause autism."," There's the first one is a US study that looked over 100,000 high-risk children. So high-risk child means that they had an older sibling. With autism and this study looked at those children those high-risk children after they receive the MMR vaccine and there was absolutely no correlation. So if if the MMR vaccine really did cause autism this is where it would show up and it didn't the second study was done in Japan and it looked at 300,000 patients that stopped receiving the MMR vaccine. Patients did not receive the MMR vaccine and the rates of autism kept going up
",-1,
4600,8842108,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt."""," A lot of these new products can act as the Blair to our Ron this emergence of financial technology otherwise known as fintech was started by entrepreneurs solving their own frustrations with the system. I graduated from college with a bunch of student debt. And as you know, the student debt epidemic has reached unfathomable levels. That's what Peng founder of North Star money a company that helps you automate all your finances and provides a human advisor as well. The frustration will wanted to solve was around his student loans
",-1,
