Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement,
3306,5780412,"""Back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of California. … That’s 35,000 more than we have today.”"," Yeah, I think well, yes, but I mean depending on how you define living says if having a phone. like that is living standards. Well, there are now six hundred and sixty three thousand homeless people United States. They were nowhere near that many 10 years ago. If you gave them a phone would that make the love it and I wouldn't but I can't afford to have a home
",5,
13419,425490,"""Today, about 40 percent of guns are purchased without a background check."""," So this is what's interesting like Bitcoin is legal, but it lets you get her get around these Financial restrictions and 3D printed guns are legal and they let you get around these restrictions of needing a background check. So for those who don't know in the u. When you go to buy a gun they do a quick background check on you and the guns. By our registered that is a registration number on each gun and that's connected to your name. And that's how they know what guns you have and that's how they prevent people from buying guns with 3D printed guns
",2,
12621,7141656,"Atlanta now has as many visitors as Las Vegas, San Diego and Los Angeles. Orlando, Fla., and New York City still have more visitors."," We going to laugh. We're going to play we're going to drink we might smoke a little bit if you're not into it, it's cool, but we want to do it not just. The states like we love Atlanta and Miami and Vegas. He's still in a Vegas. We love all that shit
",5,
10963,1611843,"Women still do not get paid as much as men, even ""for the same work, period."""," She was still selling her favors for material Goods unconscionable according to early 20th century law. Now we can look back on those conservative attitudes with some amusement especially considering that daters kept on dating and the law back down in the face of cultural change, but there is another dark backdrop to these early days of dating some women were only participating in the game to keep from Starving in the 1910s. It was largely accepted that women should earn less than men after all. They were just tidying themselves over until they found a husband men on the other hand were Breadwinners working hard to ensure that their wife and children or future wife and children would be taken care of for unmarried women. However, this created a predicament they could barely survive that interim period before marriage and God forbid
",2,
16962,7290202,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies."," We have the lone superpower the United States that literally has basis everywhere. I mean almost every nation in the world is subservient to unto the United States. We give money to almost every country in the world, you know, you hear about foreign aid how our country gives money to almost every country in the world. Why because the one who pays the bills the one who makes the rules and. You accept people's money
",5,
1252,5666425,“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”," You probably give yourself an easy goal, isn't it? Just okay. Yeah again, I have no idea. So 80 percent of electricity by 2030. They've the this isn't like legally binding stops it by the way. So 80% of electricity is they say want will be generated by renewable sources by 2030 and by that time they also say that every new car sold in the UK is going to be electric
",5,
9616,1477248,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," They just want a reason to see and then other people believe are vaccines called. It's fucking stupid it is if you want to protect your kid vaccinate them you okay?. In all honesty vaccines do present prevent diseases and they know that would you rather your child be dead or have autism honestly in all honesty. We if they did cause autism to be Autistic or would you prefer them to fucking die ice like, um, I wasn't gonna fucking see a vaccine. You know, how vaccine vaccines are injecting a small like dead virus into them like a small Dead version of the virus to create antibodies for if that infection ever
",4,
4978,2681221,"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans."""," So now Senator Warren is running her campaign based on Notions like this right that the. This is the economic populism argument. Right the middle class has been crushed the the wealthy have benefited but most people are living on kind of a similar wage to what they made 20 30 years ago. They haven't participated in the bubble and to your point. There's like a two-income trap that most families have fallen into and so I think that that understandable frustration of the average person
",5,
1270,31901,"“New York leads the nation in out-migration of residents, with 126,000 people leaving last year and over one million in the past decade.”"," I live in the area. Okay, but to be fair for a limited time. Everyone is moving back to New York. That's we're going to go visit them because hello New York. Well New York, right Berlin is a sterling in New York city so far
",5,
9987,6415109,"Millennials ""will be 75 percent of the workforce in the next 10 years."""," Skip the whole generation because Lenny was are the largest Workforce right now in America. Well, the youngest the youngest gen Z kids are nine years old. So that's going to shift over the next 10 years, right? The Millennials will no longer be the largest Workforce. It should be Jin Z that is going to be taking over that. Claim so Garrett, how do we motivate your generation? What can we offer that would motivate you?
",5,
6172,2828207,"""Top CEOs (are) making 300 times the average worker."""," So surround yourself with great thinkers and doers number 19 dedicated to continuous learning make lifelong learning a habit. It is said that the average CEO read about 60 books a year while the average American reads only one. CEOs make 319 times the income of the average person. Is there a correlation seek out new information and never stop learning number 20 are uncomfortable. They're willing to put themselves in unfamiliar situations that are often uncomfortable and number 21 reach up in relationships surround yourself with people who are smarter brighter and more creative
",1,
3556,3848548,Says an image shows a satellite view of fires in Australia.," They actually have I believe over the next week. I think that they're going to have to Tropical Cyclones coming on in from the north western territories that will make their way south and then to the East and me might dim sum of these fires because as they get these tropical Cyclones, they get tons and tons of rain and hopefully that diminishes. And some of the the effects of these fires, but yeah, man, it's it's incredible to watch these stories from friends that we've made over in Australia, you know pleading to us and sending us pictures. Do you guys plan on you know, trying to you know, start anything or any kind of sort of trend things are not that I know of at the moment, that would be a decision that. On would make based off his his intentions at the end of it all like the guy truly is one of the most humble human beings I've ever met he stems from a very small family with not a lot of wealth started with a Kodak camera of all things he came from nothing
",5,
395,9029984,“It makes no sense to require vaccinations for the previously infected.”," So what we're going to want to protect those calves against and this is going to certainly have some geographical considerations. But essentially we want to protect those calves against the diseases that they're going to be facing throughout that summer time. Now, there's they're going to see some some diseases where we don't have great vaccinations for but we're going to vaccinate them with ones that work. And ones that are going to help save their life. So the typical first one that we're going to talk about is the respiratory viral pathogens
",5,
9506,1170739,"Planned Parenthood is ""nothing more than a referral service. … They don’t do anything except profit from killing babies and then selling body parts of those aborted babies."""," They're the way in case you ever need plan be looking out for you guys. Go to go to What's called Planned Parenthood Planned Parenthood. And you know, we'll just go ahead and see on the podcast that we support Planned Parenthood and we we saw obviously we see that there's a lot of defunding of it speaking of that, but we just want to say. We do fully support Planned Parenthood and everything. It does for our community on some more political political talk abortions officially legal in all 50 states
",5,
12649,797178,"On average, college students ""are taking six years to get a four-year degree."""," No, yeah about a year and a half now we have a beautiful baby who is nine months old. I grew up in Indiana moved to Hawaii where I met you Jesse and I went to Bible College there. I'm spent six years getting a four year degree. So amazing, you know, you're really working with a A+ candidate for for a bible-based podcast podcast. You have been to Bible College
",5,
3307,10556721,Says “black babies die at rates twice as high as white babies because of a lack of access to affordable health care.”," Age to work with a doula and work with a midwife and the people who need doulas and midwives the most are those with less privileged. So right now the United States is one of the highest developed nations with the highest rates of maternal mortality and infant mortality and morbidity. And that number is four times higher for black people babies and moms are dying at four times higher rates in Black communities than in white and I struggle. Have this conversation because as a white Earth worker, it's really hard for me to see what's going on in the birth World, especially in LA and the price of what a doula might cost or a fancy celebrity Doula who provides all the things because at the end of the day, it's just like abortion or any other form of healthcare. That should be a right but is a privilege so there are people who are doing amazing
",2,
14194,9855385,"""While (Barack) Obama preaches ‘we are our brother’s keeper,’ his brother and aunt live in real poverty in Kenya."""," And then that turns into I actually want to write a textbook. So on the right so it could be an all over and it's hard to a whole bunch of different opportunities. We My Brother's Keeper President Obama's program. We got turned into this podcast. So yeah, so it all it all it all mixed together
",5,
15971,11277062,"""We have 10,000 baby boomers retiring every day."""," Let's round down to 4 million baby boomers. That means 4 million baby boomers are going to turn 60 this year. That's 10,000 958 Baby Boomers who turned 60 every day.1 per minute which works out to a beauty about one every eight and a half seconds. The biggest year of the baby
",2,
5127,7501983,"If you get a flu shot, you're ""poisoning yourself."""," Don't sign anything do not send me any more. Please don't send me any more. You don't get flu shots. I don't get flu shots who gets flu shots send the hot our an email in. This world gets freaking flu shots for me
",5,
10963,10416483,"Women still do not get paid as much as men, even ""for the same work, period."""," I'm just playing devil's advocate for I know someone in the audience is thinking this. Hit the NBA than hit the WNBA. So isn't that a reason why men should be paid that much more than women. I feel like well just I even question. Okay, why is that because it's been a lot longer around longer because it's been you know, like a men were allowed to play it allowed quote-unquote to play it before women were so I just like more athletic
",2,
11241,4134524,"""For the first time in history, (Thor’s) hammer is being held by a woman."""," Ripley abrasive to her ears and she had found it impossible to sleep. So she departed for the mountains and the two parted ways. the creation of Thor's hammer. one day Loki the trickster found himself in an especially mischievous mood and cut off the gorgeous Golden Hair of safe. The wife of Thor when Thor learned of this his quick temper was enraged and he sees Loki and threatened to break every bone in his body Loki pleaded with the Thunder God to let him go down to swaddle Hamer the governor's home of the dwarves and see if those Master craftspeople could fashion a new head of hair Force if this one even more beautiful than the original
",5,
14605,4584774,"Says he ""cut the budget."""," Z-car could have been a lemons cars. Yes it could it could yeah for sure we thought all right. So he wants to know now that he's come into a little bit of money without any budget. What does he get to replace that for the future? That's a good Chase and of course tons and tons of great questions. I've got actually questions that reference questions somebody question
",5,
3594,9579232,"""80% of children born in developing countries die of cancer each year."""," And yeah, so they're just a really awesome organization that I've worked really closely with and. Yeah, so one thing there's a few statistics and things I can talk about it. So 46 children a day or sixteen thousand seven hundred and ninety children per year are expected to be diagnosed with cancer. Childhood cancer rates have been rising slightly for the past few decades. Only three new drugs for Pediatric cancer have been developed and approved in the past 30 years
",4,
9518,8452892,"The Washington D.C.-area ""never has a recession."""," It is August 5th 2019. This will pass the United States economy is not going over a cliff. We're nowhere near a recession. This is just a stock market pullback these things happen. We haven't seen December
",5,
12605,8842436,"""State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal."""," So what the bank will do is go out and make sure they will look at comparables and what they will do is they will assign a value to the property now what you want to do. Up front is say alright, let's let's make sure we're putting in an offer that will potentially not come in the appraised value. Right? So let's say you do put an offer and turns out to be higher than the appraised value of the property. Well in this scenario, the bank is only going to put in 80% of the appraised value to them that appraised value is all it's really worth. That means if a property has a
",5,
13421,5111947,"""When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty."""," There's a quote that says that. oh, I'm going to butcher this something about poverty seen that poverty is a mindset and that's not to say that there aren't horrible circumstances in the world in there aren't poor in there aren't situations. It's to say that actual poverty. It is a mindset and that when you can tap into that and accept a belief in a mindset of abundance, you're going to see your whole world flip around like completely there's a quote. I believe I think
",5,
4898,10165235,"Says Sen. Chuck Schumer in 2014 ""helped put together and signed a $25 billion deal to fund a border wall"" and now opposes Trump's $5 billion request for a border wall ""just because he's a Republican."" ​"," You know, how many politicians in a row how many democratic presidents and Democratic politicians have themselves on tape talking about we. To do something about the border and now nobody wants to do anything about the Border. We have to secure our borders we have to secure but okay, let's sit down and talk about it tape of Schumer say they don't want to do it because they don't want to give this guy the opportunity to take a victory. That's what it is. So that's why those kids is supposedly in cages
",2,
11740,12444748,"Most of the people who have signed up through the Obamacare exchanges ""already had insurance."""," So it's like okay. This makes perfect sense now Okay, cool. So insurance is that any sort of other insurance that people might need yeah. It just depends definitely you need professional Indemnity insurance and most insurance. These providers will just provide kind of General business insurance
",5,
14304,1965873,"Embryonic stem cell research is at a ""dead end, with no one good example of a successful treatment."""," So some people disagree with the use of stem cells on ethical grounds. They believe that life begins at conception. So if you use the embryos alive if therefore view use of embryonic stem cells as killing an embryo. So as we learn in the beginning, we know that stem cells can be found in plant meristems where they're found throughout the plants life and can be used to build and grow new tissues. But maroon humans which can only allow the repair of certain tissues and not necessarily the regrowth and embryos which specialize into every cell that we have as adults
",5,
18498,10179870,Turkey is an Arab country.," They had a lot of them on the World Trade Center member found some bones and they go. Oh, no, that's it. Turkey, yeah, that's right. I was one of the terminations was whether it was a human piece or I'm an animal. Yeah, so let's go back
",5,
16640,3346919,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product."," Is that a record?. And then sovereign debt in the US and many other countries is also elevated and that's where after the after the financial crisis that's you know, most of the balance sheet moved up to the Cyber level from the banking level because they got bailed out. We had the huge deficit spending during that period so we had a rapid increase in debt there and then also even though household debt overall as a percentage of GDP has declined since the. crisis certain types of household debt have increased. So for example, mainly Mortgage Debt has gone down because the housing situation has been delivered but credit card debt student loans auto loans personal loans and all those types of non asset backed loans
",5,
16824,7308857,"Says the fluoride Austin is putting in its drinking water is ""toxic waste."""," They even say a nighttime if you eat this or you take this, you may have Suicidal Thoughts. I'm not I'm not spending millions of dollars to go and contrary to the will of God putting Chemtrails in the air. I'm not spending all this means of dollars poison and all is the poison the water putting fluoride in the water. That's not us we can do evil but you know, that's not us who's doing this the real Satan does the ones who want in this world is the right man, man. And so the ones that's working for Satan, who are they?
",2,
11403,6101557,"There have been 74 ""school shootings in America since Sandy Hook."""," Okay, and that the summary judgment will be reversed and I'll have the opportunity to have my trial. I mean Michael I had explained in my answer to the complaint that I had two lines of Defense. I was going to advance first at there was massive evidence that Sandy Hook had not been a bona fide shooting incident that the school has been closed by 2008 that there were no students there that it was. My exercise involving children presented as mass murder to promote gun control and second of all that there were specific features of this particular death certificate that substantiated its status as a fabrication the judge wouldn't even allow me to present pursue the first so I wasn't allowed to give the defense. I sought to give he ruled it out terrible
",5,
18698,9842915,"""The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge."""," be an incentive for people to take jobs on and it will help burden that debt that is pretty much crushing people. Like the average person has 36,000 wasn't that mean what exactly you're going to happen? So employers right? Like if I want to get a job, let's say I'm a teacher and I want to get a job at a school and one of the things I ask the employer or the school district is do you guys reimburse for student loan debt tuition right now that isn't in place, but there are proposals that could do that and if it passes. They can reimburse up to 5,000 so they're not going to pay your entire payment because I think the average person this is this study showed that the average person spends more on their student loan debt than they do on their monthly groceries, which is like crazy, like people have to pay more in debt than they are eating which is like ridiculous, but they'll pay a percentage of it. So even if you're let's say that your student loan payment is $700. All right, which is kind of median in this day and age the employee
",5,
4066,11145025,Say Jeffrey Epstein is not dead.," You heard it here. You heard it here first. Have you seen how much Jeffrey Epstein didn't kill himself my guys all over the city. Yeah everyone City but there's a great podcast about it called The Mysterious. Epstein and it is wild
",2,
4235,10184269,"Says the Central Park Five ""admitted their guilt."""," So they're free to come in with their own opinions. We're not picking people or you know going through pedigrees and who's going to agree with us police officers come in all different shapes and sizes or you know, you could talk to cops that came on the job. Now that think the Central Park five they were innocent, you know, there's just so many different things the idea that we're picking people out that we're going to get along. With or agree with is it's absurd that's not the way it's going on. But we do share a common bond together because we are brothers and sisters in blue and like I told him I said when Reverend remember Reverend Sun Myung Moon
",4,
2047,4669057,"West Coast wildfires are due to “bad forest maintenance,” not climate change."," So we're seeing these extremes come out more and more as the years go on. And all of the country of Canada is getting affected by this. The west coast is already how fires the wild fires were started in the west coast. It is so dry there and it's going to be super hot in the middle and we're we are like Ontario and Quebec is going to be rainy all summer. There's not going to be too much sun this year and like last year we had tornadoes and when does that happen Auto fact that we had tornadoes in Ottawa Ontario should send up
",5,
14197,571160,"""Austin is the largest city in the U.S. or Texas with no geographic representation"" on its city council."," That's what he's trying to do right now in Justin's such a huge problem. It's all over the place bro. It's like every major city whether you're in Austin whether you're San Antonio Houston, Dallas, wherever ya know every major city. So once we start putting cars under ground and in the air, that's nuts. Yeah, it's everything is becoming very
",5,
19686,9929656,"The United States is ""seeing greater income inequality now than any time since the 1920s."""," Takes less work to accomplish what we want to accomplish the labor force participation rate peaked in 2000 and has been going nowhere but down ever since despite continually Rising productivity less human labor is needed now than ever before thanks to technology and less American labor is possible. Thanks to globalization jobs are trending downward and have been for almost 20 years. Meanwhile, he was income inequality has been skyrocketing for decades inequality is now the highest it's been since 1928 right before the Great Depression the top one percent as again completely Left Behind bottom 99% in a new Gilded Age all of this and more in a time when our economy has more than doubled in size and when a whopping four hundred ninety-two of the 1645 billionaires in the world,. The are American in fact if we totaled up the wealth of the top 400 Americans it would exceed two trillion dollars. This is equivalent to the total wealth of half of the entire United States
",1,
625,10340220,"“Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.”"," Yeah solid company backed by like a great Capital markets, I would say. I mean the other thing too is a company's been around 30 years, right? So it's an established company. The CEO is about 20% of the company. Yeah, which is great to see. You know, the interests are aligned, but the other thing too is there
",5,
8856,4821390,"""There have not been any public safety issues"" in cities that allow transgender people to use the bathroom of the gender they identify as."," I think that these questions of difference are Amplified in sport, you know. In your daily life. I mean there are gender neutral bathrooms. We There are General neutral declarations on your ID cards. Their human rights is the right way to go for pretty much everything else in society
",5,
4600,7447683,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt."""," Like I mean one of my friends have to basically not have a child because she her student loans are so overwhelming that she cannot like have this baby that she very much wants with her husband. So it's just like it's so serious, like don't sign yourself. Like everyone takes on a little bit of debt for college. If you're paying for it yourself, that's normal. But you just have to be very careful with it
",5,
3906,8832830,"""Women’s unemployment has been lower under President Trump than it’s been in nearly 70 years."""," We have the youngest Workforce in the whole world right now. Our average is around 28 years and we have the lowest amount of population in the old Ages, which is usually the area where we have the government spends more informal Social Security and pension actor Etc. But you see that there is a trend of reducing female Workforce participation 60-year high unemployment rate. What do you think is going wrong or is there something that we've done systematically wrong all this while that is showing its effect right now, you know in 1991 when economic reform came there was optimism in the air a lot of confidence that our unfortunate unfulfilled potential now be fulfilled because government very foolishly. It's very short term
",5,
3594,9579233,"""80% of children born in developing countries die of cancer each year."""," Yeah, so one thing there's a few statistics and things I can talk about it. So 46 children a day or sixteen thousand seven hundred and ninety children per year are expected to be diagnosed with cancer. Childhood cancer rates have been rising slightly for the past few decades. Only three new drugs for Pediatric cancer have been developed and approved in the past 30 years. And this one's I think one of the most shocking ones to me but only
",6,
19158,11103938,"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, ""it leaves about 15 million people"" who are uninsured."," So he didn't get insurance, but he died his widow was left with a bill in the hundreds of thousands of dollars. All his friends are donating including me to help that that's what really broken system and that he's not the only one they are so many people who are in this situation they are down on their luck. They don't have insurance 30 million Americans don't have insurance. They have to juggle multiple jobs Time magazine that just did an expose on American teachers. So we talking about education Right Time magazine sex for seven Americans
",2,
18178,6174823,"Says the United States is the only nation that affords citizenship to anyone born here, ""whether you are here legally or illegally."""," It may be doing this as well. Now where they're rejecting applications for ancestors who were born in a country that gives you Birthright citizenship. So like the US where if you're born on us soil you're a citizen of the u. So there's an argument to be made that people born in a country like the United States prior to nineteen twelve essentially de facto renounce their Italian citizenship at the time that they were born. This is a very contentious interpretation doesn't apply in my case because my grandfather wasn't born or my great-grandfather rather wasn't born in the US
",4,
5889,10165159,"Studies show ""the 2016 shooting and murder rate in Chicago cost us about $9.6 BILLION DOLLARS"" and ""the entire City budget for 2018 is $8.6 billion dollars. This math does not work, it is financially killing our city."""," Nobody knows where he goes. I mean look at Chicago. Do you know what the murder rate is right now in Chicago? It's so let's do. Don't know what the number is but I know it's really really high and I know it only affects a certain amount of the population which is across town. Hmm and are they complaining about their police departments? Well, yeah the mayor there is because she's a complaining because the police don't want to be proactive because they were just hand side like to have the hands just like here, but he may be even worse than she but those people in that those communities the good people want the police the police, you know, and they can't police, you know, and they saying
",5,
5776,7057476,Says he’s not a politician.," But I have a feeling I'm here because like I said after he was elected my daughter found me. Mommy Irish still alive because she knew I was so petrified because the United States is is the main country in the world democratically and it would be such a shame. But then I'm not a politician. They should have asked me I would have told him what to do. You have this beautiful granddaughter sitting next to you
",5,
1728,9029483,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”"," And like I said that it could be effective in the out in an outbreak situation of cryptosporidium when we've treated we're in the midst of treating. I just want to reiterate how important. Hygiene is from passing those pathogens to humans. But also different caps an example would be the esophageal feeder bag or the tube or the bottle and nipple that we're using to feed these electrolytes to we want to have a separate set all together for sick calves and we want to have a separate set of bottles and two for giving that to healthy calves you can imagine. In the worst thing in the world you could do is go out there tubing calves all day with electrolytes in the midst of a scours outbreak and then you take that dirty old tube fill it with colostrum and shove it down the next calves throat that just need supplemental colostrum
",5,
6035,5123639,"The flu shot is ""designed to spread cancer."""," It's around one kids are going back to school and being, you know exposed to all the other germs in the schooling system. So we're really good at making patterns, and we're really good at trying to find causes for things but you. Very rarely get the flu from the flu shot. So more commonly, you would get soreness or redness at the injection site. It might be a little uncomfortable
",5,
18498,2850495,Turkey is an Arab country.," Enjoy your grub and. What's your favorite mess? What's your what's your favorite Thanksgiving food, sir. So just turkey you're going to take that easy answer. You would you would chop me up is going with the simple boring food option. But absolutely I mean is that our roles? You're probably choosing the dinner rolls, aren't you?
",5,
10338,312782,"""Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood."""," So now that leave us with the facts that listen we got to do a drum roll, please. Let's do a drum roll, please. Ninety percent of abortions are due to sexual irresponsibility. I want to scream this from the mountaintops those sexually responsible reasons for for them not eating a child at that time. The the main reasons are reported according to the CDC
",5,
16205,5666901,"The United States has ""the longest surviving constitution."""," If you need to hold your breath, it comes down to Constitution. If you are in a drinking match is going to come down to Constitution hail. Yeah, if you need to endure something for a long period of time, it's going to become Constitution being alive. What am I looking for? That wouldn't be a long period of Justin but the highest hit points because I only have a lot of right and no I have highest points because the second-highest Hank is I would like to say Doran has an innate wisdom Fair warned. I also only relevant Yahoo for besides
",5,
7336,11802067,"""Abortion providers like Planned Parenthood do little other than provide abortions."""," And I was like, oh, that's great. I was I was actually pretty cool to like ear my doctor basically say like, oh no, this is the best place for that. You know, and that Planned Parenthood is a trusted source for abortion care for Women's Health. And so I made an appointment at the Planned Parenthood in Pasadena grew up driving by all the time because you know, I'm from. Los Angeles and the only did abortions on Friday
",5,
8208,6324185,"Donald Trump says ""all Mexicans are rapists."""," And if you fast forward to 2016 in my politically my. Little Awakening the Trump delivering. The Mexicans are rapists line. I knew in that moment. I'd have to get informed very quickly in cure my political ignorance
",1,
2291,1580666,Children are “almost immune from this disease.”," We gotta announce this we got to do this. We got to make sure that we're you know, protecting ourselves from all these germs but we need those germs are your body needs. Yeah and kids kids need to build their immune system any system. Like I think that's why you and I were so were big Advocates of letting our kids get dirty and. And I usually don't like when my friends are say, oh, we're having a play date but it my kid has the sniffles
",6,
12470,5373936,The highest paid employee of the State of Rhode Island is a basketball coach.," So it's a special teams unit that's able to get a lot of pressure on both the field goal and punt teams of the opposing team. And then I think another thing that I've been talking about and we've been talking about about these assistant coaches as you want them to have some head coaching experience because again that LaFleur lacks in that area and Rizzi is actually had four years of head coach. And experience as the head coach of the University of Rhode Island. It was a little while back and it's not like Rhode Island is this Powerhouse college, but again helps fill in some of those experience gaps the fact that he's been a head coach in the past. I think you would be make a very great fit as a special teams coordinator for the Packers and certainly be a major major, you know increase in productivity from what we saw over the course of the last couple of years and really going back for a while
",5,
18856,9120842,"On the new dollar coins, ""'In God We Trust' is gone!"""," But so this morning I put you to the test. What is the official motto of the United States of America?. Okay, if you look on the back of almost every of all of our bills that says there in God we trust and I checked the the coins. It's only on the penny. I may be missing something but the only one I could find it was on the penny in God we trust and this was brought into law in 1954
",2,
4255,8867453,"Red-flag laws have been ""shown to reduce the number of suicides by firearms."""," So amok amok amok nice. So I'll go ahead and throw this out there and this is my feelings about all red flag laws that I've seen so far. The red flag laws are under this in my opinion misconception that a person is so dangerous that you must without any due process immediately go to their home and take all of their firearms out of their possession because they're dangerous to themselves only. No, no, let's let's let's let's broaden that language because they like being vague you go to their home and without due process seize their property. Yeah, oh, there's a reason I'm saying go after their firearms and then leave right? Right
",5,
6511,3547959,"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt."""," Yeah, because 21 trillion Donald Trump has been honor now. We've been in that long before Trump as a thing. I think like a solid 10 trillion in debt during his administration. It's just it's just you know, the national debt is. Has the I don't even think it has anything to do with any president
",5,
15713,9703590,"Solar and wind energy are ""both cheaper than nuclear right now."""," Once you've learned those words you will see how much easier it is for you to pick them out of long texts like this. So solar spelling is Sol a are. solar energy synonyms will become more affordable. The cost will be drastically reduced and will be more economical than at present. So you've got the comparison there as well
",5,
16202,6658458,Says his Twitter account has 1.3 million followers.," But honestly, I think hooking up to your significant others Fitbit monitor is a dumb move in the first. Yeah, but for him or for her, she's for both. She's got a hundred fifty thousand followers on Instagram or Twitter. Something so maybe she's smarter than me. Anyway, she caught him working out on another girl at 4:00 a
",5,
7605,10159885,"There was ""serious voter fraud"" in Virginia."," Yeah, and then it was julienne against Dinkins Giuliani lost. Yeah, but there was a lot of suspicion that. there was some fraud with respect to the voting. Okay, and they were awful lot of votes coming in from Washington Heights and they weren't that many documented citizens living in Washington Heights that voted for David Dinkins. So for the next election
",5,
3788,8639325,"Says there is a 4,250% increase in fetal death from the flu shot."," It's been out for quite a while every year there are different strains that are chosen and it's essentially a guess of which strain do we think this year's flu is going to be and so once they decide that then they go ahead and they manufacture the flu vaccines for the year. Then they release it at the best year the most effective we've ever seen. The flu vaccine to be is a high of 30 percent some years. Is it could be as low as in the 20s or even less some years. It could be up to 30 that means 3 out of 10 people who get the flu vaccine
",5,
16648,1577821,"The U.S. has ""47 million people on food stamps. That’s 14 million more than when the current occupant of the White House took over."""," So, I don't know. Maybe she had him. Yeah, maybe who knows? So the interesting thing about the food stamps has I. Grew up only buying groceries with food stamps. And so when I was a kid, it wasn't a card
",5,
4600,792973,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt."""," No, it's we are talking about student loans right now that you couldn't have given us poor play better shall be the get into student loans right now. We so much speaking of what I'm gonna provide some data because as behavior analyst we love data. So College tuition has more than doubled since the 1980s just so you guys know as a result student debt is at an all-time high with the average student debt per graduate Shelby. You should be very proud of yourself. You have beat out everyone by almost five times because the average student debt for graduate is 17,000 126
",2,
11659,7546273,"Obamacare is ""costing 2 million jobs."""," She's living in Miami. There's one dose that she needs it goes 2.2 million dollars for one dose even Obamacare. Don't sort that out 2.2 million Jordan stand what that means?
",5,
9589,2635204,"The unemployment rate may be as high as ""42 percent."""," He points to four major factors that affect housing no matter where we are bull market bear Market, but when we're looking at are now 2019 the outlook on these four major factors that continually affect the housing market. They're actually pretty good right now number one jobs. Now, this is the unemployment rate which additives a lowest jobless rate in 50 years. I'm not quite sure. Sure, where it is right now, but you know anywhere hovering below 6% is incredible because the overall stat is that our nation's economy is at full employment
",5,
4340,10419214,"""I actually in 2005 ran on Medicare for all."""," That's that's actually really good. I think you know as we have all these crazy political debates about where our taxes should go. Should have got a medicare-for-all. Should they or Medicaid for all should it go to free college? I know one. I know a couple places where it shouldn't go it should not go to this imperialistic style of international Affairs that we have and all of these all these really just kind of pointless Wars that mean God bless our veterans
",5,
12511,497864,"""There are more guns than there are people in the United States."""," And those are the guys that really are just not going to give them all up and they're a really good shot too. Yeah and like you're talking about someone who's like, yeah, I would die for these guns, you know, there's probably a handful more than that big amount of people that would be pretty upset that happened. There's more guns than people in America everybody. Do you want you're not going to get them? Why and World War II the Americans didn't get in. Faded but because there's a gun behind every leaf
",1,
9161,137422,"""You've been tremendously deceived"" by people who say the Earth is not flat."," I'd like to watch your nuptials. Yep, listen to like four episodes or five episodes ago if you want to know what's going on. Talk to you later everyone, but the Earth is flat. It's round it is so it is a ball. I did get confused
",1,
18525,8196383,"Says he was ""a Marine during Vietnam."""," He served a lot of. Wars in Iraq and Afghanistan and came back to the states with some combat veteran PTSD of the highest level. So he was in from the from Vietnam. No, no no from Iraq and Afghanistan. Yeah, so he's in his 40s
",6,
827,11905589,Two photos show climate change “is a hoax.”," I don't want to know about them. Well, let's just deal with you know, let's break it down into pieces. Okay climate change isn't real. It's not real you're right rising sea levels are real and it's than their proven and that's alarming especially for the people that live there. And since we're a country that loves to help everybody and we can't see anybody suffer at all
",2,
12211,5248955,"In Wisconsin, more than 300,000 people have ""some kind of addictive gambling problem, whether it’s pathological or what we’d categorize as a problem gambler."""," I've been and you'll see that I've been in allow decide, you know, whether it's 20 games a season Etc. As I said before managers couldn't quite work it out from one week to the next and that's just just the mental side of it in terms of you know, not sleeping not getting a good night's sleep because I'm worried about I'm going to pay the mortgage the next day going onto the pitch or going into training or nephew accumulators come in for that day. And obviously there's lots of other issues that come with gambling addiction that people don't realize. And obviously all those issues whether its debt whether it's health issues, whether its family issues, whether it's you know, friendship and family issues as there's lots of reasons how he affects you mentally. So yeah throughout my career
",5,
