Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement
12614,10459942,"Says he ""sued Obama’s EPA seven times."""," Did he borrow? You disrupt your work? No. No, he didn't bother me. Well, that's too bad it away and said because I would try to get an injunction to stop him if he had had our lawyers come over at EPA to find out what the hell the problem is the head of the office claimed. He didn't know there was any investigation here. I got one out down bureaucracy is what it is
",-1
4600,7125248,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt."""," And when you have fewer people coming into the workforce paying into the Pension funds paying into the index funds, right? It suddenly starts to look like a Ponzi scheme or a pyramid scheme where the people who are trying to get out at the top with as much as they can while they can you're expecting more fresh meat to come in and hold up the bottom and there just aren't enough. Enough bodies, right? There's too much financial burden. There's too much student loan debt. There's too much inflation. It's too hard for people to start the wealth Gap is widening and it's going to exacerbate this problem as the baby boomer generation comes of retirement age begins to draw on these Pension funds begins to cash out entitlements and like we were saying earlier, you know, it's the search for yield grows ever more desperate as this pool of capital grows smaller and smaller as its has to be doled out to these people to which it is
",-1
14432,233986,"Toothpaste contains ""the poison substance of fluoride."""," But the hope that the whole building lost power. And we might have been on the third or fourth floor now mind you we got married on like anyone visit the tenth floor 11th floor the top floor. I don't know what fluoride is. So as The Story Goes we may have been like halfway sixth or seventh floor and then all of a sudden right really. Yeah, the power came back on so ferocious will tell you everybody went into panic mode
",-1
9033,812821,"""Building a wall"" on the U.S.-Mexico border ""will take literally years."""," But you know Trump looks at a lot of things in the world is fake news. So imagine if he had the ability to go through and literally just edit the News That's when Stan Winston's job is literally making fake news Yes again, so relevant, so if you know what,. What give me give me an example of something like Trump will say in the past like oh Mexico is going to build the wall. And now he says I never said that Winston's job in if it were in 2019 would be to go back and edit all the times. He said Mexico's will the wall
",-1
16202,8663347,Says his Twitter account has 1.3 million followers.," We send out your articles in our Insider that reaches 28,000 developers. We're happy to share your successes on social media and that really gives you a huge Outreach. I believe we have like seventy four thousand followers on Twitter alone. So that can help really magnify your message and also give you access to a lot of very valuable resources. So if you're familiar with npv the research
",-1
3972,8851604,"The Green New Deal ""would do away with commercial air travel."""," Life harder for everybody but making a lot of money. Yeah for a very few people. So the green new deal. I guess you have to say it looks for a more socialist society where resources are shared and the different factors that fall into that one thing that came out through series of national Town Halls is that we have to stop giving lip service to First Nations and welcome them into the conversation more directly as equal Partners given that they've had a lot longer. Girl living in a sustainable manner absolutely, then we have I mean, maybe we did five six hundred years ago, but once I mean maybe even 200 years ago sure before fossil fuels
",-1
5957,3725330,NASA Has Just Confirmed Earth Has A New Moon," This is also the part of the chart where we can access spiritual allies and ancestors. So for this eclipse make it a special day. This is a new moon. It's a really good. I am to Mark a new beginning and the new beginning can have something to do with how you relate to the unconscious to the unknown to the spiritual vastness that you can imagine
",-1
4600,2634302,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt."""," I mean, this is absolutely his thing. He even did a documentary about it called broke busted and discussed. It was all about college student debt. He travels the country every year talking to 20 or 30,000 different college kids on college campuses and helps them prep for handling their student. Bones, he's serious about this
",-1
8301,3058798,"""The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent."""," We have to learn how to stop trying to run at things the same way as we used to and we have to commit to consistent action and self responsibility because the thing is yeah. Okay there is that 99% or that 1% but there's also the and I'm using this analogy. It might be kind of cliche or overused but there is that one percent who has all the wealth, but there is that 99% and you we are each part of that. Percent and so the actions that we take matter and so it's not. Oh, it's well you can do whatever you want so it could be okay, but this energy isn't conductive to people just saying, oh I can't make a difference or it doesn't matter what I do or well everybody else is laughing at that joke
",-1
7950,4704936,"In New York City, ""murders are up."""," Oh, yeah, and Chloe does the charades for deadbeat? Dad was like a joke making fun pointing at Scott is like him, you know, like him like him and that really pisses off Courtney. So her response again meteoric heighten. The next scene is like saying we're murder New York. It was very funny, especially because. It's so clear that Scott's like no no because he wants to stay on the show
",-1
9450,4899611,"Texas legislation ""would allow… teachers to kill their students if they felt it was needed."""," I know we get he could lose his job just for having that in there. It's against school policy that's us down. But it ended so schools in Texas allow teachers to carry guns. The police because it's taxes taxes taxes. Let's go bigger die
",-1
8570,4179552,Says she was the first in her family to go to a four-year college.," So she started out on eBay and created her own. I guess clothing brand really for figure skating, which I think is so cool. She graduated from college. She's getting a sales job. So she's working in like a corporate 8 to 5 job, which I think is really really cool
",-1
15698,601171,"""Torture is illegal by our laws. It's illegal by international laws."""," Yeah, I guess but according to such public figures like John McCain Senator Feinstein and President Obama whether or not these techniques work doesn't matter because to quote McCain the program stained our National Honor and did much harm and little practical good. It's important that these techniques actually do violate the Geneva Convention. I don't know because I read the articles in the Geneva Convention that relate to torture. Well Emily this time so much. I've never been more proud of you
",-1
9535,1170739,"""60 percent of all Americans do not want to see Planned Parenthood defunded."""," They're the way in case you ever need plan be looking out for you guys. Go to go to What's called Planned Parenthood Planned Parenthood. And you know, we'll just go ahead and see on the podcast that we support Planned Parenthood and we we saw obviously we see that there's a lot of defunding of it speaking of that, but we just want to say. We do fully support Planned Parenthood and everything. It does for our community on some more political political talk abortions officially legal in all 50 states
",-1
9616,2465723,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," It's stains and it's what is there so look, we're gonna get into the autism thing in a minute because there is no fucking autism thing. But one of the big things worse we want to get at look. There are people who need to not get vaccinated because they have compromised immune systems or they're too young to get. Some vaccinations or the too old or whatever and we have and was a gorilla Rose said that it's kind of a social pact that we have to kind of protect each other. Right and even if you don't believe in vaccines, you got to do it for everybody else who can't necessarily get them, right? So K Loft 67 says vaccines aren't about you
",-1
9635,2465566,"Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been ""too many in too short a period of time."""," I'm not I'm not sure about how she handled the two years and under vaccinations in my opinion. I think for someone who's looking for that middle ground as a not loading the kids up with vaccines all at once that scenario our method isn't bad. I told you I did some research unbelievably among the myths are that having too many vaccines at once is a problem for like babies and stuff and and the the the the. For Disease Control or public health. I don't know go mad fucking magazine, but it's still true said babies can handle all that shit that's not an issue like the amount of shit that they get they would need to take like ten thousand vaccines at once for it to be like an issue
",-1
4357,11277413,Says about 80% to 90% of people seeking asylum do not have a valid claim.," They become homeless or a forced return where people are essentially Shackled to the seats on the plane and forced to go back to their country of origin for a lot of people. I think it's important to mention in the UK. Most people are rejected from their Asylum claim in 2017. 68% of all Asylum claims were rejected. So how long can these processes take them? So you mentioned people are often held up in detention centers
",-1
15073,6722511,"""A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage.""","SEP.This episode the night is brought to you by Planned Parenthood Planned Parenthood believes. Everyone should have access to Affordable birth control. If you agree join Planned Parenthood and fighting against the recent rollbacks by the Trump Administration that no longer require employer's to include birth control coverage in their health insurance plans. This is happening now to join the fight for affordable birth control text Nod to 2 to 4 to 2 Planned Parenthood will periodically text you ways to take action
",-1
10570,9850272,"The wealth gap between blacks and whites in the United States is ""greater than the black-white wealth gap was in apartheid South Africa."""," The reason why there is a lot of different reasons why the wealth Gap insulted that number again a hundred and sixteen. Than to 1,600 1,700 1,700. So the that huge disparity what an interesting interesting thing about that is that the wealth Gap Now in America is actually larger than it was in 1990 in South Africa. So for people that don't fully understand the history behind that South Africa used to have a political system called apartheid, right and apartheid was legal discrimination based on race. Whereas if you were black you wasn't allowed to own a home
",-1
15516,7049654,"""No federal official at any level is currently allowed to say ‘Merry Christmas.’"""," It was a deep. No, it wasn't a d-bag. It just said Merry Christmas, it's December. Okay, you know this probably but 75 to 90 percent of the dust in your house is what dust mites like little buggy. No, no, but the dust mites like to eat the skin dead skin cells
",-1
11163,6057114,"""Global warming is a hoax."""," I've got the three things that climate deniers save quite a lot and our producer Russ is going to play the part of Kevin our climate denier. Okay, it's cold outside. That's proof global warming isn't real. This is my favorite one. There can't be global warming because it's freezing and Lala wildly untrue
",-1
3080,4155803,“No city in the state can quarantine itself without state approval.”," Words of how many are dead like, who knows is this gonna be bigger than what's the traffic like there? That's exactly what yeah helping traffic elsewhere. Is there there there there quarantine quarantine. Yeah, the city is quarantined. So this may be a bit of bigger threat than we know of maybe the governor for Chinese government knows something. I'm just going from the brief little news articles that so my question is why would it benefit the Chinese government to lie about the amount of cases there? They don't want people to know what kind of turmoil there in
",-1
8674,955726,"Says $15-an-hour proposal in Cleveland is ""the most aggressive minimum wage increase in the country."""," If he's gonna go somewhere else - what regulations? Yeah, you can't force me. I'll do it if it's makes sense and I already can't talk about this with this something as simple as pay raises or mandatory. Minimum wage, what do they do? They say? Okay, we'll raise it to $15 an hour. But then I don't hire anyone know then then they go to Automation and get robots to do the job for nothing. We're all about Energy Efficiency
",-1
771,1477254,Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work.," Um, yeah people like AA wound. I want to inject the flew into my child because it's not going to fucking do anything but protect them from the big boy flu, and people need to actually fucking wake up and understand that because really the only way your child's going to get protected if you are against vaccines or if your child can't be vaccinated is like everyone moving out to the middle of nowhere. All like I think it's 90 or over 90 percent of the population has to be vaccinated to prevent the disease disease spreading to those who aren't vaccinated. Yeah, which is a huge fucking problem because if you're not going to vaccinate your child at least tell other people to like if you can't you should be wanting other people to vaccinate their children. So yours doesn't catch the fucking disease
",-1
1121,11159975,"Photo shows “Earth, Venus and Jupiter as seen from Mars.”"," I'm just happy that you came. You know what I seen. World I've seen planets. I've seen different galaxies and I love this Ranch you okay? I thought that was you but cut your hair. So yeah, it's whatever
",-1
13864,7666961,Says she is a registered nurse.," So she starts telling the nurse to unstrap my legs from the table. So the nurse unstraps my legs and then she starts telling her to push the baby back up the birth canal because she's wedged so far in there that they can't get her out. So this is a younger nurse and. Guess she hadn't really done that before so she kind of starts, you know telling dr. Like I don't I'm not comfortable with that
",-1
2360,10737121,"Quotes Tom Brady as saying, “If anyone on my team kneels, I quit.”"," What? Oh, he doesn't oh, no. Oh no gold or a tight end going into training camp. Tom Brady said fucking leave. You should get the fuck out of here what they have done to him. The past two years is a disgrace like Riley McCarran was their number three receiver
",-1
15144,913838,"""Since President Obama took full control of Washington,"" every day, 13,000 more people ""have been put on food stamps."""," I like it to be something charitable like today. It was I gave to the food pantry in my hometown because they're changing the SNAP benefit requirements so that no you have to produce. So like a lot of people are going to be cut off from like food stamps. So I did that because it was like, well, I feel I'm mad house and just bought myself some things. So I'm going to give money to other people who probably
",-1
980,5123573,Aluminum “is in the vaccine” and will hurt the brain.," I probably totally butchered that. So that might be possible. Possibly a really good natural alternative to aluminum in vaccines, but we'll get into that later. Let's get into the meat of this podcast the good stuff that we've all been waiting for the popular complaints of the vaccine hesitant movement. Now I get asked some of these things on a daily basis by the general public especially as a naturopathic medical student
",-1
19067,5992273,"""Baseball and insurance are the only industries exempt from antitrust laws."""," Fair pay and play act. Yeah, and I'll tell you this people have to understand that the only referee here is the federal government because again, we extend to these businesses the ability to have to do things that we don't allow other Industries to do which is sort of a monopolistic power to create the kind of leagues themselves. Are we allow them to have exemptions to antitrust laws and the like so talk about your journey in sports. You are a high school All-American, correct? How do you think that being a high school All-American but playing competitively and team sports obviously playing in college. How do you think that's prepared you for like kind of where you are now, I mean so much of what I am and you know this when your young athlete it's a defining aspect of your life and I'd parents had kept my feet on the ground, you know, they told me help me understand at a very early age of football can be my ticket but boy is not your destination and so for me
",-1
11364,10176664,"""The number of terrorists out there"" has doubled."," That's when they were doing that the colors for the Russians like it was like the second highest it was okay. The government told me that can carry. There's a lot of terrorists. I don't I don't have a fire. When you see the way this job operates to every boss in his brother was there and you know, it was sort of sickening because they still hold us to and then they go there and it will kind of make contracts and kissing this guy's ass, you know, the owner
",-1
9369,10337628,Says crime statistics show blacks kill 81 percent of white homicide victims.," I was like, oh wait we might we might have to relook at this. So up until that point. They said roughly over 95% of serial killers in American history were white and the ones that they thought of that were black. We're actually never even confirmed even though they work just like this case. They were charged with murder
",-1
14289,2712617,Says 1 in 7 American families is on food stamps.," I understand you want to buy a car, but we're not going to keep I don't get food stamps. I pay out of pocket for my food. So everybody get food stamps. I'm happy for you because they won't give me food stamps right now because they feel like need to work for my food stamps and I'm trying to put it on I can't work. They don't give us they don't care but it's all right, because God never ever left me hungry and I eat every day and I
",-1
878,425490,"“You go to a gun show, you can buy whatever you want, and no background check."""," So this is what's interesting like Bitcoin is legal, but it lets you get her get around these Financial restrictions and 3D printed guns are legal and they let you get around these restrictions of needing a background check. So for those who don't know in the u. When you go to buy a gun they do a quick background check on you and the guns. By our registered that is a registration number on each gun and that's connected to your name. And that's how they know what guns you have and that's how they prevent people from buying guns with 3D printed guns
",-1
5236,6849886,"Says marijuana is ""legal in most states in this country."""," We don't use km/h, we use miles per hour. So 75 miles per hour is the speed limit on some parts of the highway in Maine, but in most other parts, it's 70 miles per hour 70 miles per hour. Marijuana is legal in my state some people call it weed. Some people call it pot. But marijuana is legal in my state
",-1
11742,1406453,"""There are over 100 pipelines between the United States and Canada right now."""," A fun time for sure. No, it was a truly this company. I work with I pipeline Canada. We are I blessed. I truly am I can't stress enough, you know being a part of the culture in the works in the workplace
",-1
3451,11296608,"""NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH."""," That would just be even more heartbreaking. Brett Dawson is saying several sites now confirming the initial TMZ report of horrible seemingly impossible news Welch posted. He said Kobe Bryant is among those dead and helicopter crashed outside of Los Angeles The Source confirms the ESPN. Yeah, I mean there's load that's it. this is a really sad day in the NBA World especially but I mean
",-1
3094,6061021,Says coronavirus is just “the damn flu.”," Huh? There is a. In California or something for what was a really I didn't know that I don't know. Our people are actually dying from the coronavirus. Oh, yeah, they are. Yeah, I'm pretty sure but new Studies have shown that alcohol can kill the Corona virus, which is funny
",-1
6769,9221448,"""Twitter reaches only 15 percent of the population."""," No, there wasn't even like a gossip site. It was like just this random news thing. I found it said that only 7% of teenagers and stuff were using Twitter. And is that because we have Tick-Tock now, you know back to. Topic are you liking Tick-Tock? Do you hate Tick-Tock? I just don't I don't know
",-1
1121,9530906,"Photo shows “Earth, Venus and Jupiter as seen from Mars.”"," We flew away from the Sun and found a bright red planet with a Dusty surface with a robot on it. What do I spy? Shout it out. I see Mars our neighbor in the solar system. Switch your brushing to the other side of the top of your mouth brushing and Tiny circles around each tooth that robot that we spied on the surface of Mars came from Earth its name is curiosity and NASA sent it from Earth to Mars to find out if there ever was or could be life on Mars Curiosity is the size of a car. It has six wheels and a long robotic arm curiosity even has a camera for taking selfies on Mars someday
",-1
6169,8088482,"""Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers."""," Apple devices in China and when Apple build factories in China or institution China that is FDI. Now this is really important for the development of a country because it can bring about a positive multiplier effect. So Apple building a factory and employing a thousand workers means all those workers and the ways they may not have been earning before they pay more tax and then they spend more money in the local economy. So this has a trickle effect or a ripple effect and can massively help the rest of the country. I'm now going to look through a number of other ways that we can reduce the development Gap to spending a few moments on each one of them as I go
",-1
3444,10110203,Says a video shows footage of the helicopter crash that killed Kobe Bryant.," So this is like these are real journalists. According to them Putin won't release druggie, Jew bitch wants to play hardball instead. What Kobe Bryant dead in a helicopter crash murder question mark. I was wondering that too. Oh, here's what was that part of like his life contract of being like, you know, whatever you sign with the devil to be why is fast ball player? Here's a here's a here's a are you listening? No
",-1
1186,9843137,Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”," So what they said was like we're going to follow report and we're going to get to the bottom of this because we're losing drivers at all alarming rate and what they did what they found out was that the average Uber and Lyft drivers. They were making like $14 an hour which in New York City is not the minimum wage. The minimum wage is $15 $15. So when I found that out, they were like uber said, hey, we don't have to abide by the minimum wage because these are employees. We don't have employees we have in
",-1
16202,7587355,Says his Twitter account has 1.3 million followers.," Well, you can find Josh and everywhere around JT movie things on Instagram on the Socialist. Well, don't fuck him on Instagram. But you know how many followers you have on Twitter? 23,000 something. He knows exactly exactly is 100,000. I don't know what the hundreds is some few hundred after all right, we'll follow him there
",-1
16202,9565935,Says his Twitter account has 1.3 million followers.," This was another one of my announcements to two things. Number one like again speaking of listeners. We just reached a thousand followers on Twitter. We're over a thousand followers on Twitter. And also we are going to be reaching 15 thousand downloads very soon
",-1
4097,2472809,"Says of El Paso that some years, ""in a city of almost 700,000, we had five murders the entire year. Our average over the last 10 years is 18 (murders per year). We exceeded that average just on one day"" after a gunman opened fire at a Walmart in the city."," Was from Murder She Wrote? Oh, I don't mind by Far and Away the most deadly town in individual. The only way to solve it is have a senior citizen cracking the case. You know, how many murders occurred there on yearly basis was like 400. I have a soft spot for absolutely have a soft spot for I almost called her Margaret Thatcher. No jokes, really Angela Angela Lansbury who's in one of my favorite top five favorite movies of all time The Manchurian Candidate go watched everybody
",-1
9221,9298941,"Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was ""no longer under the command of someone weak.""","SEP.Today is Monday January 20th 2020 on this day in 1981. 52 American hostages were released from Iran after being held captive for 444 days. The Americans were taken prisoner after student protesters stormed the United States Embassy in Tehran at the start of the Iranian Revolution. Welcome to today and True Crime a par cast original due to the graphic nature of today's crimes
",-1
17172,431514,"The United states is ""borrowing more than 40 cents of every dollar we spend."""," And that was interesting the world almost came to a halt but the u. Just avoided a recession and the world some of the world was in recession some wasn't and that was driven by the dollar. So that's a really interesting thing why the dollar because in that borrowing boom we've had the dollar has been the currency that everybody's borrowed. So the rest of the world's borrow thirteen trillion dollars. I'm trillion with at e is an extraordinary amount of money the biggest position the world has ever known is the shorts dollar trade that is
",-1
15678,2494813,"""The American healthcare system burns 18 percent of our national GDP. Nobody else is close."""," We are getting sicker we spend more than we spend on Military. We spend more on anything. It's 18% of our GDP on Healthcare yet. We're getting sicker and do we really think that more drugs and more tests and more that's going. That's gonna how we're gonna get there
",-1
2274,2665944,“Herd immunity has been reached.”," Now the way that's prevented in lightning is that if the other party realizes while this is going on they can issue a punishment transaction. They get all the money and Watchtower basically allows a third party to watch your channels for you and issue that punishment transaction if the other party maliciously closed on you and even if you don't have a watchtower watching your channel just the fact there are watchtowers out there should prevent. It's like a herd immunity. It's like having a I have a gun sign on your house or something like yeah. I mean, it's you're on camera No One's Gonna Go for your channel because they're afraid they're going to lose everything if they do it
",-1
16202,9862319,Says his Twitter account has 1.3 million followers.," I was like, okay, you know, what's crazy is that like the first time I heard about Takashi was like I think a year and a half ago and it was Uncle murders year lirikh. He does like the yearly recap. So he's mentioned his name and when he mentioned his name like, uh, I like Google him like I looked on Instagram and when I looked on Instagram, he had 2 million followers. Yeah something like, how is he? He's from Brooklyn. He got rainbow head
",-1
3739,10943502,"""Tens of thousands"" of people leave New York every week."," They've seen you expect other people out short words you decide whether it's good you decide that I'm not saying it's good. It's a clean sentence, but I could see that leading a paragraph in a non-fiction essay. Here's one of the reasons that a lot of people don't move to New York. And the first place they have seen New York spit other people out now we keep that business issue in my we keep the audience in mind and if we go through the secular approach of problems to strategy. Through Insight colliding with what's unique and motivating about in this case moving to New York
",-1
10449,10820600,There were more people on welfare than working in 2013.," I see said I disagree with all the time, but it's not like I'm gonna just go and be like, no bro. I saw a bumper sticker today the said. Welfare is not a job. I'm just like like white bags. Why why I understand? Yeah
",-1
6930,6307406,"""We have pay equity. When you think about that wage gap, we all know it's 78 cents to the dollar. Well, in New York state it's 90 cents to the dollar."""," What is the wage Gap didn't know what that was and I started to uncover these statistics that were just so much worse than I thought. Yep, you know the fact that less than 22 percent of women are making it past middle management. No idea no idea the fact that the wage Gap is not 78 cents of the dollar for everybody. Right? If you are a woman of color we're talking about 63 to 68 cents. Right? Right, if you're Hispanic, let's get really granular here
",-1
10595,8023928,"Unlike marijuana, medical cannabis oil cannot get you high."," What no, I did not forget about adoption there. Yeah, but oh, yeah, we did the continue. Now, I don't know too much about medical marijuana. But I'm not sure now. I understand that stuff's been cleared as well
",-1
19239,11807322,"Under the ""Cash for Clunkers"" program, ""all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500."""," Need to make the system run because they're not going to necessarily do it themselves because we can miss spend our luck. We can miss opportunities that were a result of our look, you know, you can you can happen stance on to the one thing that would fix what you've got going on say you made an offering to your ancestors to bless you with the mobility to be able to get to work and stuff like that. Somebody offers you a clunker a side of the road clunker for 500 bucks. And you pass on it because you're waiting to see where the ancestors are going to drop this car in your lap or you know, somebody offers you a bike. Free bike and you pass it up because you're looking for car somebody offers you a scooter and you're waiting for a car no Mobility the gave you Mobility you had a chance at mobility and you passed it up, you know, you pass that opportunity
",-1
16808,11802067,"""Almost 37 percent of the total income from Planned Parenthood is from abortions."""," And I was like, oh, that's great. I was I was actually pretty cool to like ear my doctor basically say like, oh no, this is the best place for that. You know, and that Planned Parenthood is a trusted source for abortion care for Women's Health. And so I made an appointment at the Planned Parenthood in Pasadena grew up driving by all the time because you know, I'm from. Los Angeles and the only did abortions on Friday
",-1
6577,3365972,"DACA was ""a mere memo from the Department of Homeland security under Barack Obama, which violated the laws."""," That is when President Trump announced his decision to cut off DACA deferred action for childhood arrivals. So Anna is a DACA recipient. And the purpose of DACA is to protect eligible immigrants who came to the United States as children from deportation suddenly on his entire future was in question. She was in her last year of undergrad and she didn't know what would happen her relationship with her boyfriend her scholarship her ability to get a job in America. Everything was suddenly in suspense and all she could do is sit and wait to hear what
",-1
6860,5214154,"""We are $20 trillion in debt. The Congressional Budget Office projects an additional $129 trillion of accumulated deficits over the next 30 years."""," Are we really going to allow the hegemonic banking system to charge depositors for storing our digital Fiat in their insecure panopticon Banks. China's real estate market is shaky and long overdue for a correction Capital controls and seeking yields in a cooling economy have led to inflated real estate prices in China what happens when the market corrects and everyone rushes for the door better have a plan B and the US. Is currently over twenty two trillion dollars in debt. However, don't expect the u. To default on their obligations former fed
",-1
1795,4851140,Says he “fully funded Missouri K-12 education for the first time in state history.”," He also found a lot of good though, and he was also very influential because he was the only person that was able to secure some things that you know, the doctors at the time were. Whiskey for so they were lots of people were dying by these things. So he was able to offer something new he made the first school in Missouri. He was in Missouri at that time and I believe it was John Little John who brought it over to Europe and then we had a gentleman a French osteopath bring it to Canada a few years later. So tell me the difference between because of the term osteopath gets thrown around a lot and I know it means something really different in
",-1
4494,10841840,"""Measles kills 11 people in 19 years (since 2000). MMR vaccine kills 445 infants in 1 year (since 2018)."""," from the face of the planet. I'm Flora Lichtman and this is every little thing from gimlet media. Measles may not seem like a big deal here in the US because after the vaccine was developed in 1963 measles infection started to drop by 2000. It was basically gone and now it's big news in this country when several dozen people get it. The measles outbreak in the state is growing 44 people sick in Minnesota
",-1
9679,7220975,"""Jesus was an undocumented immigrant."""," Yeah, there's some great books on it on all kinds of different, you know from different Christian authors. It's not it's actually a super, you know, it's not it's more psychology. Jesus didn't talk about the Immigrant exactly right was Jesus and he grabbed. All right, but but yeah, there's a ton of resources on it books podcasts. Yeah the road back to you typology is great one
",-1
904,34926,Says Joe Biden’s infrastructure plan “is the Green New Deal.”," So they happen when this is today Dave and they're talking about climate change. What do we do about climate change? Right? And this is in the in the Senate the US Senate Senator Mike Lee republican from, Utah. And they're going over this this green new deal. It's a I don't know anything about that, but it's about time and change and he says this is the real solution to climate change. Let's hear it babies the solution to so many of our problems at all times
",-1
12883,640983,Says Democratic Party created the Ku Klux Klan.," They formed a secret society that night that would ultimately become a hate group, but it was originally founded as a social remedy for these young soldiers on WE the well educated members turn to Greek when choosing the name for their Club One member throughout the word. He closed meaning Circle or cycle while another added the word clan. And so the Ku Klux Klan was born as the organization grew it counted Planters merchants and Democratic politicians among its leaders. Many klansmen were unwilling to accept change through Law and Order rather. They preferred what is known as Frontier Justice conducted without the presence of Courts judges lawyers and juries this type of Justice was immediate personal and often violent
",-1
10328,5780580,"More than any Republican governor in the 2014 elections, ""I took a higher percentage of the Republican vote""and ""yet I also carried independents by 12 points."""," Oh and that 800 votes. In third place behind Obama on the Democratic ticket 2016. I took fourth place getting more votes than a republican governor on the Republican side. So it's all very exciting. Yes in this year
",-1
14031,9120842,"On new dollar coins, ""'In God We Trust' is gone!"""," But so this morning I put you to the test. What is the official motto of the United States of America?. Okay, if you look on the back of almost every of all of our bills that says there in God we trust and I checked the the coins. It's only on the penny. I may be missing something but the only one I could find it was on the penny in God we trust and this was brought into law in 1954
",-1
3451,585682,"""NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH."""," Well this week we are not going to do a shout-out we are still we are so stunned Abby and I've been talking off air as much as. as Housewives and things are fun distraction to thing to certain things. There was a tragedy today Kobe Bryant and his daughter Gigi passed away suddenly tragically in a helicopter crash. I think moments like that really make you sit back and think re-evaluate what's really important in life. I mean, I have no words
",-1
16438,7698149,"""We've got more revenue than we ever have."""," Add a hunger in this generation and while we can talk about everything that's wrong with our generation. I believe there's a whole lot right? You guys have the greatest opportunity. We have more money than we've ever had. We can reach the whole globe from California. So let's do it
",-1
373,1477254,“60% of patients admitted to the hospital in the UK have been fully vaccinated”," Um, yeah people like AA wound. I want to inject the flew into my child because it's not going to fucking do anything but protect them from the big boy flu, and people need to actually fucking wake up and understand that because really the only way your child's going to get protected if you are against vaccines or if your child can't be vaccinated is like everyone moving out to the middle of nowhere. All like I think it's 90 or over 90 percent of the population has to be vaccinated to prevent the disease disease spreading to those who aren't vaccinated. Yeah, which is a huge fucking problem because if you're not going to vaccinate your child at least tell other people to like if you can't you should be wanting other people to vaccinate their children. So yours doesn't catch the fucking disease
",-1
10764,8976969,"""The next state budget will begin with a surplus of over half a billion dollars -- $535 million to be exact."""," The budget is clearly aimed at getting votes the budget allocated a hundred eighty seven million dollars to break the. freeze on the Medicare rebate making visits to the doctor cheaper on July 1st, which is a year ahead of schedule 525 million dollars is also being allocated to boost skills via incentives to apprentices overall. The budget is slated to be seven and a half million dollars in Surplus without Surplus slated to rise over the next few years. Tax cuts have been offered to low and medium income earners as well as small businesses which neutralizes some of the opposition's positions in the upcoming election campaign. This budget shows that the Coalition can balance the books increase spending and cut taxes
",-1
3437,2495301,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs."""," I just want to say you know, it's the first month into 2020 and shit is already just fucking old in the Wyatts in the world is saying it's everything is going to shit like, you know, we're still in the one-month free trial and. - it's just not looking good. China's going the coronavirus. We almost had World War 3 and just in general even personal life has been kind of iffy Frank the majority of us. Yeah, but you know
",-1
7514,7707373,Says Vicks VapoRub caused a child’s death.," Look at the plug it later. But going back to growing up in a Filipino household. Did you also have what the Vicks VapoRub did you know what that was to? Oh hell. She put my fight if my tummy hurt she would put my pans all up to my nipples and input fix all over it. She would put Vic's in my on my foot and put like three pairs of socks on my foot just to make sure that and if I had if I had you know, tummy aches she would say, oh Bo I don't know if that's Tagalog or be
",-1
13222,5218430,"""Our debt is already bigger than our economy."""," Nothing else to our name. And that's what they're that's what they're pushing. That's what the economic policies pushing is that it's better for us for us to all be in debt because if we push ourselves into debt now, well, then we can have more consumer goods and that will increase production, etc. But you're looking you're missing the most basic element. Is that what we are producing now, and the demand for it is not the same as the demand for that thing
",-1
8012,11571603,"""Over the last 40 years, this country’s prison population has grown by 500 percent."""," They account for 60% of those imprisoned. The incarceration rate for black men is six times higher than white men and one in three black men can expect to go to prison in their lifetime. The number of prisoners in the US has increased 400% since the Reagan Era nearly 50 percent of federal prisoners and 18% of State prisoners are locked up for nonviolent drug offense crimes due in part to the War on Drugs. Also during this time. The private prison industry was born that is privately owned prisons contracted by the government to house their inmates private prisons have seen a dramatic increase in their prisoners since the year 2000 the number of
",-1
